batch_id,well_id,public_compound_id,control_name,source_row_after_sort,split
batch_1,27998,CPD_727697023490,AZD-3463,147,train_pool
batch_1,28093,CPD_727697023490,AZD-3463,148,train_pool
batch_1,28256,CPD_727697023490,AZD-3463,149,test
batch_1,28302,CPD_727697023490,AZD-3463,150,train_pool
batch_1,28381,CPD_727697023490,AZD-3463,151,test
batch_1,28584,CPD_727697023490,AZD-3463,152,train_pool
batch_1,28859,CPD_727697023490,AZD-3463,153,test
batch_1,28934,CPD_727697023490,AZD-3463,154,train_pool
batch_1,29014,CPD_727697023490,AZD-3463,155,train_pool
batch_1,29023,CPD_727697023490,AZD-3463,156,train_pool
batch_1,29258,CPD_727697023490,AZD-3463,157,train_pool
batch_1,29407,CPD_727697023490,AZD-3463,158,train_pool
batch_1,29619,CPD_727697023490,AZD-3463,159,train_pool
batch_1,29655,CPD_727697023490,AZD-3463,160,train_pool
batch_1,29739,CPD_727697023490,AZD-3463,161,train_pool
batch_1,30279,CPD_727697023490,AZD-3463,162,train_pool
batch_1,30318,CPD_727697023490,AZD-3463,163,train_pool
batch_1,30428,CPD_727697023490,AZD-3463,164,train_pool
batch_1,30449,CPD_727697023490,AZD-3463,165,train_pool
batch_1,30469,CPD_727697023490,AZD-3463,166,train_pool
batch_1,30479,CPD_727697023490,AZD-3463,167,train_pool
batch_1,30523,CPD_727697023490,AZD-3463,168,train_pool
batch_1,30664,CPD_727697023490,AZD-3463,169,train_pool
batch_1,30684,CPD_727697023490,AZD-3463,170,train_pool
batch_1,30692,CPD_727697023490,AZD-3463,171,train_pool
batch_1,30741,CPD_727697023490,AZD-3463,172,train_pool
batch_1,30770,CPD_727697023490,AZD-3463,173,train_pool
batch_1,32362,CPD_727697023490,AZD-3463,174,test
batch_1,32639,CPD_727697023490,AZD-3463,175,train_pool
batch_1,32719,CPD_727697023490,AZD-3463,176,test
batch_1,32894,CPD_727697023490,AZD-3463,177,train_pool
batch_1,33208,CPD_727697023490,AZD-3463,178,test
batch_1,33457,CPD_727697023490,AZD-3463,179,train_pool
batch_1,33649,CPD_727697023490,AZD-3463,180,train_pool
batch_1,33689,CPD_727697023490,AZD-3463,181,train_pool
batch_1,33911,CPD_727697023490,AZD-3463,182,train_pool
batch_1,33920,CPD_727697023490,AZD-3463,183,train_pool
batch_1,34008,CPD_727697023490,AZD-3463,184,train_pool
batch_1,34072,CPD_727697023490,AZD-3463,185,train_pool
batch_1,34175,CPD_727697023490,AZD-3463,186,train_pool
batch_1,34275,CPD_727697023490,AZD-3463,187,test
batch_1,34549,CPD_727697023490,AZD-3463,188,train_pool
batch_1,34667,CPD_727697023490,AZD-3463,189,train_pool
batch_1,34887,CPD_727697023490,AZD-3463,190,test
batch_1,35169,CPD_727697023490,AZD-3463,191,train_pool
batch_1,35355,CPD_727697023490,AZD-3463,192,train_pool
batch_1,35363,CPD_727697023490,AZD-3463,193,train_pool
batch_1,35538,CPD_727697023490,AZD-3463,194,train_pool
batch_1,35543,CPD_727697023490,AZD-3463,195,train_pool
batch_1,35654,CPD_727697023490,AZD-3463,196,test
batch_1,35993,CPD_727697023490,AZD-3463,197,test
batch_1,36006,CPD_727697023490,AZD-3463,198,train_pool
batch_1,36011,CPD_727697023490,AZD-3463,199,train_pool
batch_1,36326,CPD_727697023490,AZD-3463,200,train_pool
batch_1,36409,CPD_727697023490,AZD-3463,201,train_pool
batch_1,36581,CPD_727697023490,AZD-3463,202,train_pool
batch_1,36629,CPD_727697023490,AZD-3463,203,train_pool
batch_1,36683,CPD_727697023490,AZD-3463,204,test
batch_1,36760,CPD_727697023490,AZD-3463,205,test
batch_1,37055,CPD_727697023490,AZD-3463,206,test
batch_1,37220,CPD_727697023490,AZD-3463,207,train_pool
batch_1,37558,CPD_727697023490,AZD-3463,208,test
batch_1,37564,CPD_727697023490,AZD-3463,209,train_pool
batch_1,37829,CPD_727697023490,AZD-3463,210,train_pool
batch_1,38255,CPD_727697023490,AZD-3463,211,train_pool
batch_1,38306,CPD_727697023490,AZD-3463,212,train_pool
batch_1,38582,CPD_727697023490,AZD-3463,213,train_pool
batch_1,38657,CPD_727697023490,AZD-3463,214,train_pool
batch_1,38861,CPD_727697023490,AZD-3463,215,train_pool
batch_1,39927,CPD_727697023490,AZD-3463,216,train_pool
batch_1,39991,CPD_727697023490,AZD-3463,217,test
batch_1,40572,CPD_727697023490,AZD-3463,218,train_pool
batch_1,40623,CPD_727697023490,AZD-3463,219,train_pool
batch_1,41057,CPD_727697023490,AZD-3463,220,train_pool
batch_1,41067,CPD_727697023490,AZD-3463,221,test
batch_1,41252,CPD_727697023490,AZD-3463,222,train_pool
batch_1,41459,CPD_727697023490,AZD-3463,223,train_pool
batch_1,41948,CPD_727697023490,AZD-3463,224,train_pool
batch_1,41957,CPD_727697023490,AZD-3463,225,train_pool
batch_1,42195,CPD_727697023490,AZD-3463,226,train_pool
batch_1,42890,CPD_727697023490,AZD-3463,227,train_pool
batch_1,42978,CPD_727697023490,AZD-3463,228,test
batch_1,43016,CPD_727697023490,AZD-3463,229,train_pool
batch_1,43190,CPD_727697023490,AZD-3463,230,train_pool
batch_1,43459,CPD_727697023490,AZD-3463,231,train_pool
batch_1,43477,CPD_727697023490,AZD-3463,232,train_pool
batch_1,43515,CPD_727697023490,AZD-3463,233,train_pool
batch_1,43573,CPD_727697023490,AZD-3463,234,train_pool
batch_1,43958,CPD_727697023490,AZD-3463,235,train_pool
batch_1,43961,CPD_727697023490,AZD-3463,236,test
batch_1,44123,CPD_727697023490,AZD-3463,237,train_pool
batch_1,44246,CPD_727697023490,AZD-3463,238,train_pool
batch_1,44285,CPD_727697023490,AZD-3463,239,test
batch_1,44338,CPD_727697023490,AZD-3463,240,train_pool
batch_1,44416,CPD_727697023490,AZD-3463,241,train_pool
batch_1,44418,CPD_727697023490,AZD-3463,242,train_pool
batch_1,44436,CPD_727697023490,AZD-3463,243,train_pool
batch_1,44449,CPD_727697023490,AZD-3463,244,train_pool
batch_1,44598,CPD_727697023490,AZD-3463,245,train_pool
batch_1,44807,CPD_727697023490,AZD-3463,246,train_pool
batch_1,45419,CPD_727697023490,AZD-3463,247,test
batch_1,45537,CPD_727697023490,AZD-3463,248,train_pool
batch_1,45590,CPD_727697023490,AZD-3463,249,train_pool
batch_1,45804,CPD_727697023490,AZD-3463,250,train_pool
batch_1,45856,CPD_727697023490,AZD-3463,251,train_pool
batch_1,46205,CPD_727697023490,AZD-3463,252,train_pool
batch_1,46514,CPD_727697023490,AZD-3463,253,train_pool
batch_1,47812,CPD_727697023490,AZD-3463,254,train_pool
batch_1,49235,CPD_727697023490,AZD-3463,255,train_pool
batch_1,935,CPD_097241972673,AZD-7624,256,train_pool
batch_1,1585,CPD_097241972673,AZD-7624,257,train_pool
batch_1,1670,CPD_097241972673,AZD-7624,258,train_pool
batch_1,1804,CPD_097241972673,AZD-7624,259,train_pool
batch_1,1809,CPD_097241972673,AZD-7624,260,train_pool
batch_1,1859,CPD_097241972673,AZD-7624,261,train_pool
batch_1,2109,CPD_097241972673,AZD-7624,262,train_pool
batch_1,3035,CPD_097241972673,AZD-7624,263,train_pool
batch_1,3409,CPD_097241972673,AZD-7624,264,train_pool
batch_1,3469,CPD_097241972673,AZD-7624,265,train_pool
batch_1,3977,CPD_097241972673,AZD-7624,266,train_pool
batch_1,4138,CPD_097241972673,AZD-7624,267,train_pool
batch_1,5002,CPD_097241972673,AZD-7624,268,train_pool
batch_1,5079,CPD_097241972673,AZD-7624,269,train_pool
batch_1,5150,CPD_097241972673,AZD-7624,270,test
batch_1,5176,CPD_097241972673,AZD-7624,271,train_pool
batch_1,5325,CPD_097241972673,AZD-7624,272,train_pool
batch_1,5589,CPD_097241972673,AZD-7624,273,test
batch_1,5806,CPD_097241972673,AZD-7624,274,train_pool
batch_1,6212,CPD_097241972673,AZD-7624,275,train_pool
batch_1,6255,CPD_097241972673,AZD-7624,276,train_pool
batch_1,6532,CPD_097241972673,AZD-7624,277,train_pool
batch_1,6583,CPD_097241972673,AZD-7624,278,train_pool
batch_1,6762,CPD_097241972673,AZD-7624,279,train_pool
batch_1,6814,CPD_097241972673,AZD-7624,280,train_pool
batch_1,6905,CPD_097241972673,AZD-7624,281,train_pool
batch_1,6912,CPD_097241972673,AZD-7624,282,train_pool
batch_1,7059,CPD_097241972673,AZD-7624,283,train_pool
batch_1,7140,CPD_097241972673,AZD-7624,284,test
batch_1,7436,CPD_097241972673,AZD-7624,285,train_pool
batch_1,8053,CPD_097241972673,AZD-7624,286,train_pool
batch_1,8250,CPD_097241972673,AZD-7624,287,train_pool
batch_1,8492,CPD_097241972673,AZD-7624,288,test
batch_1,8501,CPD_097241972673,AZD-7624,289,train_pool
batch_1,8519,CPD_097241972673,AZD-7624,290,train_pool
batch_1,8629,CPD_097241972673,AZD-7624,291,test
batch_1,8669,CPD_097241972673,AZD-7624,292,test
batch_1,8792,CPD_097241972673,AZD-7624,293,test
batch_1,8845,CPD_097241972673,AZD-7624,294,train_pool
batch_1,8866,CPD_097241972673,AZD-7624,295,train_pool
batch_1,9423,CPD_097241972673,AZD-7624,296,train_pool
batch_1,9613,CPD_097241972673,AZD-7624,297,train_pool
batch_1,10161,CPD_097241972673,AZD-7624,298,train_pool
batch_1,10294,CPD_097241972673,AZD-7624,299,train_pool
batch_1,10320,CPD_097241972673,AZD-7624,300,train_pool
batch_1,10622,CPD_097241972673,AZD-7624,301,train_pool
batch_1,10771,CPD_097241972673,AZD-7624,302,train_pool
batch_1,10854,CPD_097241972673,AZD-7624,303,test
batch_1,11095,CPD_097241972673,AZD-7624,304,train_pool
batch_1,11123,CPD_097241972673,AZD-7624,305,train_pool
batch_1,11340,CPD_097241972673,AZD-7624,306,test
batch_1,11616,CPD_097241972673,AZD-7624,307,train_pool
batch_1,11710,CPD_097241972673,AZD-7624,308,train_pool
batch_1,11753,CPD_097241972673,AZD-7624,309,train_pool
batch_1,12272,CPD_097241972673,AZD-7624,310,test
batch_1,12400,CPD_097241972673,AZD-7624,311,train_pool
batch_1,12713,CPD_097241972673,AZD-7624,312,train_pool
batch_1,12795,CPD_097241972673,AZD-7624,313,train_pool
batch_1,12820,CPD_097241972673,AZD-7624,314,train_pool
batch_1,12861,CPD_097241972673,AZD-7624,315,test
batch_1,13005,CPD_097241972673,AZD-7624,316,train_pool
batch_1,13136,CPD_097241972673,AZD-7624,317,train_pool
batch_1,13231,CPD_097241972673,AZD-7624,318,train_pool
batch_1,13263,CPD_097241972673,AZD-7624,319,train_pool
batch_1,13769,CPD_097241972673,AZD-7624,320,train_pool
batch_1,14122,CPD_097241972673,AZD-7624,321,train_pool
batch_1,14155,CPD_097241972673,AZD-7624,322,train_pool
batch_1,14294,CPD_097241972673,AZD-7624,323,test
batch_1,14452,CPD_097241972673,AZD-7624,324,train_pool
batch_1,15293,CPD_097241972673,AZD-7624,325,test
batch_1,15305,CPD_097241972673,AZD-7624,326,train_pool
batch_1,15793,CPD_097241972673,AZD-7624,327,train_pool
batch_1,15811,CPD_097241972673,AZD-7624,328,train_pool
batch_1,15928,CPD_097241972673,AZD-7624,329,train_pool
batch_1,16028,CPD_097241972673,AZD-7624,330,train_pool
batch_1,16034,CPD_097241972673,AZD-7624,331,train_pool
batch_1,16308,CPD_097241972673,AZD-7624,332,test
batch_1,16569,CPD_097241972673,AZD-7624,333,train_pool
batch_1,16597,CPD_097241972673,AZD-7624,334,train_pool
batch_1,16886,CPD_097241972673,AZD-7624,335,train_pool
batch_1,16926,CPD_097241972673,AZD-7624,336,train_pool
batch_1,17477,CPD_097241972673,AZD-7624,337,train_pool
batch_1,17638,CPD_097241972673,AZD-7624,338,train_pool
batch_1,17696,CPD_097241972673,AZD-7624,339,train_pool
batch_1,17705,CPD_097241972673,AZD-7624,340,train_pool
batch_1,18169,CPD_097241972673,AZD-7624,341,train_pool
batch_1,18226,CPD_097241972673,AZD-7624,342,train_pool
batch_1,18242,CPD_097241972673,AZD-7624,343,train_pool
batch_1,18374,CPD_097241972673,AZD-7624,344,train_pool
batch_1,18435,CPD_097241972673,AZD-7624,345,train_pool
batch_1,18564,CPD_097241972673,AZD-7624,346,train_pool
batch_1,18718,CPD_097241972673,AZD-7624,347,train_pool
batch_1,19008,CPD_097241972673,AZD-7624,348,test
batch_1,19152,CPD_097241972673,AZD-7624,349,train_pool
batch_1,19243,CPD_097241972673,AZD-7624,350,train_pool
batch_1,19450,CPD_097241972673,AZD-7624,351,train_pool
batch_1,19543,CPD_097241972673,AZD-7624,352,train_pool
batch_1,19901,CPD_097241972673,AZD-7624,353,train_pool
batch_1,20862,CPD_097241972673,AZD-7624,354,train_pool
batch_1,20886,CPD_097241972673,AZD-7624,355,train_pool
batch_1,21149,CPD_097241972673,AZD-7624,356,train_pool
batch_1,21384,CPD_097241972673,AZD-7624,357,train_pool
batch_1,21453,CPD_097241972673,AZD-7624,358,train_pool
batch_1,21487,CPD_097241972673,AZD-7624,359,train_pool
batch_1,21785,CPD_097241972673,AZD-7624,360,test
batch_1,21990,CPD_097241972673,AZD-7624,361,train_pool
batch_1,22541,CPD_097241972673,AZD-7624,362,train_pool
batch_1,23111,CPD_097241972673,AZD-7624,363,train_pool
batch_1,23529,CPD_097241972673,AZD-7624,364,train_pool
batch_1,23648,CPD_097241972673,AZD-7624,365,train_pool
batch_1,23650,CPD_097241972673,AZD-7624,366,test
batch_1,23657,CPD_097241972673,AZD-7624,367,train_pool
batch_1,23789,CPD_097241972673,AZD-7624,368,train_pool
batch_1,23821,CPD_097241972673,AZD-7624,369,test
batch_1,23832,CPD_097241972673,AZD-7624,370,train_pool
batch_1,23836,CPD_097241972673,AZD-7624,371,test
batch_1,24014,CPD_097241972673,AZD-7624,372,train_pool
batch_1,24526,CPD_097241972673,AZD-7624,373,train_pool
batch_1,24591,CPD_097241972673,AZD-7624,374,train_pool
batch_1,25233,CPD_097241972673,AZD-7624,375,train_pool
batch_1,25482,CPD_097241972673,AZD-7624,376,train_pool
batch_1,25575,CPD_097241972673,AZD-7624,377,train_pool
batch_1,25711,CPD_097241972673,AZD-7624,378,train_pool
batch_1,25774,CPD_097241972673,AZD-7624,379,train_pool
batch_1,25821,CPD_097241972673,AZD-7624,380,train_pool
batch_1,25833,CPD_097241972673,AZD-7624,381,test
batch_1,25845,CPD_097241972673,AZD-7624,382,train_pool
batch_1,25949,CPD_097241972673,AZD-7624,383,train_pool
batch_1,25986,CPD_097241972673,AZD-7624,384,test
batch_1,26063,CPD_097241972673,AZD-7624,385,test
batch_1,26222,CPD_097241972673,AZD-7624,386,train_pool
batch_1,26325,CPD_097241972673,AZD-7624,387,train_pool
batch_1,26478,CPD_097241972673,AZD-7624,388,test
batch_1,26496,CPD_097241972673,AZD-7624,389,train_pool
batch_1,26515,CPD_097241972673,AZD-7624,390,train_pool
batch_1,26602,CPD_097241972673,AZD-7624,391,train_pool
batch_1,26676,CPD_097241972673,AZD-7624,392,train_pool
batch_1,26772,CPD_097241972673,AZD-7624,393,train_pool
batch_1,26862,CPD_097241972673,AZD-7624,394,test
batch_1,27071,CPD_097241972673,AZD-7624,395,train_pool
batch_1,27799,CPD_097241972673,AZD-7624,396,train_pool
batch_1,28281,CPD_097241972673,AZD-7624,397,train_pool
batch_1,28337,CPD_097241972673,AZD-7624,398,train_pool
batch_1,28348,CPD_097241972673,AZD-7624,399,train_pool
batch_1,28424,CPD_097241972673,AZD-7624,400,train_pool
batch_1,28491,CPD_097241972673,AZD-7624,401,train_pool
batch_1,28529,CPD_097241972673,AZD-7624,402,train_pool
batch_1,28691,CPD_097241972673,AZD-7624,403,train_pool
batch_1,28946,CPD_097241972673,AZD-7624,404,train_pool
batch_1,29062,CPD_097241972673,AZD-7624,405,test
batch_1,29814,CPD_097241972673,AZD-7624,406,train_pool
batch_1,30241,CPD_097241972673,AZD-7624,407,test
batch_1,30367,CPD_097241972673,AZD-7624,408,test
batch_1,30571,CPD_097241972673,AZD-7624,409,train_pool
batch_1,30587,CPD_097241972673,AZD-7624,410,train_pool
batch_1,31038,CPD_097241972673,AZD-7624,411,train_pool
batch_1,31285,CPD_097241972673,AZD-7624,412,test
batch_1,31320,CPD_097241972673,AZD-7624,413,train_pool
batch_1,31422,CPD_097241972673,AZD-7624,414,test
batch_1,31427,CPD_097241972673,AZD-7624,415,test
batch_1,31441,CPD_097241972673,AZD-7624,416,train_pool
batch_1,31845,CPD_097241972673,AZD-7624,417,train_pool
batch_1,31914,CPD_097241972673,AZD-7624,418,train_pool
batch_1,32025,CPD_097241972673,AZD-7624,419,test
batch_1,32052,CPD_097241972673,AZD-7624,420,test
batch_1,32057,CPD_097241972673,AZD-7624,421,train_pool
batch_1,32169,CPD_097241972673,AZD-7624,422,train_pool
batch_1,32181,CPD_097241972673,AZD-7624,423,train_pool
batch_1,32194,CPD_097241972673,AZD-7624,424,train_pool
batch_1,32253,CPD_097241972673,AZD-7624,425,train_pool
batch_1,32596,CPD_097241972673,AZD-7624,426,test
batch_1,32753,CPD_097241972673,AZD-7624,427,train_pool
batch_1,32875,CPD_097241972673,AZD-7624,428,train_pool
batch_1,32890,CPD_097241972673,AZD-7624,429,test
batch_1,33028,CPD_097241972673,AZD-7624,430,train_pool
batch_1,33030,CPD_097241972673,AZD-7624,431,train_pool
batch_1,33062,CPD_097241972673,AZD-7624,432,train_pool
batch_1,33286,CPD_097241972673,AZD-7624,433,train_pool
batch_1,33311,CPD_097241972673,AZD-7624,434,train_pool
batch_1,33578,CPD_097241972673,AZD-7624,435,train_pool
batch_1,33586,CPD_097241972673,AZD-7624,436,train_pool
batch_1,33653,CPD_097241972673,AZD-7624,437,train_pool
batch_1,33829,CPD_097241972673,AZD-7624,438,train_pool
batch_1,34039,CPD_097241972673,AZD-7624,439,test
batch_1,34118,CPD_097241972673,AZD-7624,440,train_pool
batch_1,34198,CPD_097241972673,AZD-7624,441,train_pool
batch_1,34403,CPD_097241972673,AZD-7624,442,test
batch_1,34429,CPD_097241972673,AZD-7624,443,test
batch_1,34899,CPD_097241972673,AZD-7624,444,train_pool
batch_1,35310,CPD_097241972673,AZD-7624,445,test
batch_1,35398,CPD_097241972673,AZD-7624,446,train_pool
batch_1,35766,CPD_097241972673,AZD-7624,447,train_pool
batch_1,35856,CPD_097241972673,AZD-7624,448,train_pool
batch_1,36039,CPD_097241972673,AZD-7624,449,train_pool
batch_1,36109,CPD_097241972673,AZD-7624,450,train_pool
batch_1,36180,CPD_097241972673,AZD-7624,451,train_pool
batch_1,36212,CPD_097241972673,AZD-7624,452,train_pool
batch_1,36281,CPD_097241972673,AZD-7624,453,test
batch_1,36301,CPD_097241972673,AZD-7624,454,train_pool
batch_1,36329,CPD_097241972673,AZD-7624,455,train_pool
batch_1,36511,CPD_097241972673,AZD-7624,456,train_pool
batch_1,36616,CPD_097241972673,AZD-7624,457,test
