train_size,replicate,batch_id,well_id,public_compound_id,control_name,sample_seed
350,0,batch_1,18965,CPD_771491795323,GCN2-IN-7,20295915
350,0,batch_1,20294,CPD_771491795323,GCN2-IN-7,20295915
350,0,batch_1,26560,CPD_771491795323,GCN2-IN-7,20295915
350,0,batch_1,9404,CPD_849358895118,GSK126,20295915
350,0,batch_1,9498,CPD_849358895118,GSK126,20295915
350,0,batch_1,11821,CPD_849358895118,GSK126,20295915
350,0,batch_1,11983,CPD_849358895118,GSK126,20295915
350,0,batch_1,13583,CPD_849358895118,GSK126,20295915
350,0,batch_1,28981,CPD_849358895118,GSK126,20295915
350,0,batch_1,35325,CPD_849358895118,GSK126,20295915
350,0,batch_1,15580,CPD_014302469794,HTH-01-015,20295915
350,0,batch_1,19222,CPD_014302469794,HTH-01-015,20295915
350,0,batch_1,23532,CPD_014302469794,HTH-01-015,20295915
350,0,batch_1,25810,CPD_014302469794,HTH-01-015,20295915
350,0,batch_1,27739,CPD_014302469794,HTH-01-015,20295915
350,0,batch_1,28823,CPD_014302469794,HTH-01-015,20295915
350,0,batch_1,37316,CPD_014302469794,HTH-01-015,20295915
350,0,batch_1,46658,CPD_014302469794,HTH-01-015,20295915
350,0,batch_1,5056,CPD_360434106630,IRAK inhibitor 1,20295915
350,0,batch_1,10856,CPD_360434106630,IRAK inhibitor 1,20295915
350,0,batch_1,24443,CPD_360434106630,IRAK inhibitor 1,20295915
350,0,batch_1,29315,CPD_360434106630,IRAK inhibitor 1,20295915
350,0,batch_1,31984,CPD_360434106630,IRAK inhibitor 1,20295915
350,0,batch_1,38492,CPD_360434106630,IRAK inhibitor 1,20295915
350,0,batch_1,41943,CPD_360434106630,IRAK inhibitor 1,20295915
350,0,batch_1,5192,CPD_978689160853,JAB-3068,20295915
350,0,batch_1,18469,CPD_978689160853,JAB-3068,20295915
350,0,batch_1,26293,CPD_978689160853,JAB-3068,20295915
350,0,batch_1,30921,CPD_978689160853,JAB-3068,20295915
350,0,batch_1,32517,CPD_978689160853,JAB-3068,20295915
350,0,batch_1,33343,CPD_978689160853,JAB-3068,20295915
350,0,batch_1,38461,CPD_978689160853,JAB-3068,20295915
350,0,batch_1,41513,CPD_978689160853,JAB-3068,20295915
350,0,batch_1,7388,CPD_859937920157,KME-2780,20295915
350,0,batch_1,13194,CPD_859937920157,KME-2780,20295915
350,0,batch_1,25124,CPD_859937920157,KME-2780,20295915
350,0,batch_1,25798,CPD_859937920157,KME-2780,20295915
350,0,batch_1,26805,CPD_859937920157,KME-2780,20295915
350,0,batch_1,27704,CPD_859937920157,KME-2780,20295915
350,0,batch_1,8834,CPD_570860546420,MK2-IN-1,20295915
350,0,batch_1,13210,CPD_570860546420,MK2-IN-1,20295915
350,0,batch_1,34513,CPD_570860546420,MK2-IN-1,20295915
350,0,batch_1,40336,CPD_570860546420,MK2-IN-1,20295915
350,0,batch_1,3348,CPD_780406670572,MSC1094308,20295915
350,0,batch_1,15302,CPD_780406670572,MSC1094308,20295915
350,0,batch_1,16304,CPD_780406670572,MSC1094308,20295915
350,0,batch_1,19611,CPD_780406670572,MSC1094308,20295915
350,0,batch_1,22253,CPD_780406670572,MSC1094308,20295915
350,0,batch_1,45451,CPD_780406670572,MSC1094308,20295915
350,0,batch_1,8111,CPD_351179563828,N-deshydroxyethyl dasatinib,20295915
350,0,batch_1,15199,CPD_351179563828,N-deshydroxyethyl dasatinib,20295915
350,0,batch_1,19531,CPD_351179563828,N-deshydroxyethyl dasatinib,20295915
350,0,batch_1,22241,CPD_351179563828,N-deshydroxyethyl dasatinib,20295915
350,0,batch_1,27105,CPD_351179563828,N-deshydroxyethyl dasatinib,20295915
350,0,batch_1,41020,CPD_351179563828,N-deshydroxyethyl dasatinib,20295915
350,0,batch_1,47249,CPD_351179563828,N-deshydroxyethyl dasatinib,20295915
350,0,batch_1,15275,CPD_029002508615,SMARCA ligand 1,20295915
350,0,batch_1,16389,CPD_029002508615,SMARCA ligand 1,20295915
350,0,batch_1,17150,CPD_029002508615,SMARCA ligand 1,20295915
350,0,batch_1,21249,CPD_029002508615,SMARCA ligand 1,20295915
350,0,batch_1,35066,CPD_029002508615,SMARCA ligand 1,20295915
350,0,batch_1,36719,CPD_029002508615,SMARCA ligand 1,20295915
350,0,batch_1,43428,CPD_029002508615,SMARCA ligand 1,20295915
350,0,batch_1,47464,CPD_029002508615,SMARCA ligand 1,20295915
350,0,batch_1,3555,CPD_780270304878,STC-15,20295915
350,0,batch_1,5047,CPD_780270304878,STC-15,20295915
350,0,batch_1,12833,CPD_780270304878,STC-15,20295915
350,0,batch_1,14840,CPD_780270304878,STC-15,20295915
350,0,batch_1,15939,CPD_780270304878,STC-15,20295915
350,0,batch_1,21400,CPD_780270304878,STC-15,20295915
350,0,batch_1,28368,CPD_780270304878,STC-15,20295915
350,0,batch_1,31859,CPD_780270304878,STC-15,20295915
350,0,batch_1,40739,CPD_780270304878,STC-15,20295915
350,0,batch_1,21373,CPD_430449302192,STM2457,20295915
350,0,batch_1,23318,CPD_430449302192,STM2457,20295915
350,0,batch_1,25626,CPD_430449302192,STM2457,20295915
350,0,batch_1,34865,CPD_430449302192,STM2457,20295915
350,0,batch_1,44323,CPD_430449302192,STM2457,20295915
350,0,batch_1,47297,CPD_430449302192,STM2457,20295915
350,0,batch_1,11267,CPD_144607136087,XL019,20295915
350,0,batch_1,12094,CPD_144607136087,XL019,20295915
350,0,batch_1,16335,CPD_144607136087,XL019,20295915
350,0,batch_1,21450,CPD_144607136087,XL019,20295915
350,0,batch_1,25250,CPD_144607136087,XL019,20295915
350,0,batch_1,33921,CPD_144607136087,XL019,20295915
350,0,batch_1,46664,CPD_144607136087,XL019,20295915
350,0,batch_1,5642,CPD_204680181321,ZF135/MRTX-1719,20295915
350,0,batch_1,7935,CPD_204680181321,ZF135/MRTX-1719,20295915
350,0,batch_1,9080,CPD_204680181321,ZF135/MRTX-1719,20295915
350,0,batch_1,23291,CPD_204680181321,ZF135/MRTX-1719,20295915
350,0,batch_1,23303,CPD_204680181321,ZF135/MRTX-1719,20295915
350,0,batch_1,33676,CPD_204680181321,ZF135/MRTX-1719,20295915
350,0,batch_1,43207,CPD_204680181321,ZF135/MRTX-1719,20295915
350,0,batch_1,3579,CPD_317738115337,ZM336372,20295915
350,0,batch_1,17906,CPD_317738115337,ZM336372,20295915
350,0,batch_1,31349,CPD_317738115337,ZM336372,20295915
350,0,batch_1,38949,CPD_317738115337,ZM336372,20295915
350,0,batch_1,44795,CPD_317738115337,ZM336372,20295915
350,0,batch_1,1617,CPD_137861888137,aloperine,20295915
350,0,batch_1,11634,CPD_137861888137,aloperine,20295915
350,0,batch_1,11871,CPD_137861888137,aloperine,20295915
350,0,batch_1,21485,CPD_137861888137,aloperine,20295915
350,0,batch_1,21986,CPD_137861888137,aloperine,20295915
350,0,batch_1,34915,CPD_137861888137,aloperine,20295915
350,0,batch_1,23026,CPD_236412001094,ceritinib,20295915
350,0,batch_1,23152,CPD_236412001094,ceritinib,20295915
350,0,batch_1,26592,CPD_236412001094,ceritinib,20295915
350,0,batch_1,33869,CPD_236412001094,ceritinib,20295915
350,0,batch_1,39425,CPD_236412001094,ceritinib,20295915
350,0,batch_1,39449,CPD_236412001094,ceritinib,20295915
350,0,batch_1,40306,CPD_236412001094,ceritinib,20295915
350,0,batch_1,46994,CPD_236412001094,ceritinib,20295915
350,0,batch_1,4386,CPD_549558202917,cobimetinib,20295915
350,0,batch_1,5103,CPD_549558202917,cobimetinib,20295915
350,0,batch_1,7310,CPD_549558202917,cobimetinib,20295915
350,0,batch_1,10380,CPD_549558202917,cobimetinib,20295915
350,0,batch_1,20695,CPD_549558202917,cobimetinib,20295915
350,0,batch_1,21444,CPD_549558202917,cobimetinib,20295915
350,0,batch_1,31816,CPD_549558202917,cobimetinib,20295915
350,0,batch_1,33811,CPD_549558202917,cobimetinib,20295915
350,0,batch_1,35458,CPD_549558202917,cobimetinib,20295915
350,0,batch_1,366,CPD_908424475140,derazantinib,20295915
350,0,batch_1,17882,CPD_908424475140,derazantinib,20295915
350,0,batch_1,24658,CPD_908424475140,derazantinib,20295915
350,0,batch_1,32929,CPD_908424475140,derazantinib,20295915
350,0,batch_1,34474,CPD_908424475140,derazantinib,20295915
350,0,batch_1,34784,CPD_908424475140,derazantinib,20295915
350,0,batch_1,39719,CPD_908424475140,derazantinib,20295915
350,0,batch_1,45354,CPD_908424475140,derazantinib,20295915
350,0,batch_1,4316,CPD_548023859323,endoxifen,20295915
350,0,batch_1,4528,CPD_548023859323,endoxifen,20295915
350,0,batch_1,8575,CPD_548023859323,endoxifen,20295915
350,0,batch_1,18754,CPD_548023859323,endoxifen,20295915
350,0,batch_1,24067,CPD_548023859323,endoxifen,20295915
350,0,batch_1,30079,CPD_548023859323,endoxifen,20295915
350,0,batch_1,34485,CPD_548023859323,endoxifen,20295915
350,0,batch_1,5488,CPD_056284183052,fexagratinib,20295915
350,0,batch_1,5721,CPD_056284183052,fexagratinib,20295915
350,0,batch_1,7122,CPD_056284183052,fexagratinib,20295915
350,0,batch_1,16565,CPD_056284183052,fexagratinib,20295915
350,0,batch_1,21308,CPD_056284183052,fexagratinib,20295915
350,0,batch_1,31333,CPD_056284183052,fexagratinib,20295915
350,0,batch_1,40041,CPD_056284183052,fexagratinib,20295915
350,0,batch_1,49355,CPD_056284183052,fexagratinib,20295915
350,0,batch_1,11967,CPD_167907273288,lapatinib,20295915
350,0,batch_1,16229,CPD_167907273288,lapatinib,20295915
350,0,batch_1,18185,CPD_167907273288,lapatinib,20295915
350,0,batch_1,20314,CPD_167907273288,lapatinib,20295915
350,0,batch_1,21754,CPD_167907273288,lapatinib,20295915
350,0,batch_1,36293,CPD_167907273288,lapatinib,20295915
350,0,batch_1,43005,CPD_167907273288,lapatinib,20295915
350,0,batch_1,13739,CPD_483004848109,momelotinib/CYT387,20295915
350,0,batch_1,16075,CPD_483004848109,momelotinib/CYT387,20295915
350,0,batch_1,18115,CPD_483004848109,momelotinib/CYT387,20295915
350,0,batch_1,25788,CPD_483004848109,momelotinib/CYT387,20295915
350,0,batch_1,27295,CPD_483004848109,momelotinib/CYT387,20295915
350,0,batch_1,28397,CPD_483004848109,momelotinib/CYT387,20295915
350,0,batch_1,30911,CPD_483004848109,momelotinib/CYT387,20295915
350,0,batch_1,36069,CPD_483004848109,momelotinib/CYT387,20295915
350,0,batch_1,9282,CPD_179756457827,palbociclib,20295915
350,0,batch_1,21084,CPD_179756457827,palbociclib,20295915
350,0,batch_1,24789,CPD_179756457827,palbociclib,20295915
350,0,batch_1,28964,CPD_179756457827,palbociclib,20295915
350,0,batch_1,29101,CPD_179756457827,palbociclib,20295915
350,0,batch_1,31138,CPD_179756457827,palbociclib,20295915
350,0,batch_1,36371,CPD_179756457827,palbociclib,20295915
350,0,batch_1,41414,CPD_179756457827,palbociclib,20295915
350,0,batch_1,45524,CPD_179756457827,palbociclib,20295915
350,0,batch_1,3907,CPD_104027493525,rucaparib,20295915
350,0,batch_1,29895,CPD_104027493525,rucaparib,20295915
350,0,batch_1,30707,CPD_104027493525,rucaparib,20295915
350,0,batch_1,34079,CPD_104027493525,rucaparib,20295915
350,0,batch_1,36185,CPD_104027493525,rucaparib,20295915
350,0,batch_1,36549,CPD_104027493525,rucaparib,20295915
350,0,batch_1,37326,CPD_104027493525,rucaparib,20295915
350,0,batch_1,44015,CPD_104027493525,rucaparib,20295915
350,0,batch_1,13417,CPD_279017060612,sorafenib,20295915
350,0,batch_1,28319,CPD_279017060612,sorafenib,20295915
350,0,batch_1,32332,CPD_279017060612,sorafenib,20295915
350,0,batch_1,3937,CPD_930596955388,veliparib,20295915
350,0,batch_1,5918,CPD_930596955388,veliparib,20295915
350,0,batch_1,9533,CPD_930596955388,veliparib,20295915
350,0,batch_1,16501,CPD_930596955388,veliparib,20295915
350,0,batch_1,18816,CPD_930596955388,veliparib,20295915
350,0,batch_1,33321,CPD_930596955388,veliparib,20295915
350,0,batch_1,39100,CPD_930596955388,veliparib,20295915
350,0,batch_2,43907,CPD_727697023490,AZD-3463,20295915
350,0,batch_2,46976,CPD_727697023490,AZD-3463,20295915
350,0,batch_2,13317,CPD_097241972673,AZD-7624,20295915
350,0,batch_2,13430,CPD_097241972673,AZD-7624,20295915
350,0,batch_2,14834,CPD_097241972673,AZD-7624,20295915
350,0,batch_2,41587,CPD_097241972673,AZD-7624,20295915
350,0,batch_2,7395,CPD_168135774311,BAY-293,20295915
350,0,batch_2,18349,CPD_168135774311,BAY-293,20295915
350,0,batch_2,28200,CPD_168135774311,BAY-293,20295915
350,0,batch_2,38454,CPD_168135774311,BAY-293,20295915
350,0,batch_2,22390,CPD_150752035598,BGT226,20295915
350,0,batch_2,28252,CPD_150752035598,BGT226,20295915
350,0,batch_2,40709,CPD_027984907598,BMS-509744,20295915
350,0,batch_2,40982,CPD_027984907598,BMS-509744,20295915
350,0,batch_2,2100,CPD_652873333040,CP-673451,20295915
350,0,batch_2,29862,CPD_652873333040,CP-673451,20295915
350,0,batch_2,42805,CPD_652873333040,CP-673451,20295915
350,0,batch_2,48431,CPD_652873333040,CP-673451,20295915
350,0,batch_2,3398,CPD_326167036106,Capmatinib,20295915
350,0,batch_2,7098,CPD_471264222636,Crizotinib,20295915
350,0,batch_2,9426,CPD_471264222636,Crizotinib,20295915
350,0,batch_2,22456,CPD_471264222636,Crizotinib,20295915
350,0,batch_2,34883,CPD_471264222636,Crizotinib,20295915
350,0,batch_2,3110,CPD_771491795323,GCN2-IN-7,20295915
350,0,batch_2,6785,CPD_771491795323,GCN2-IN-7,20295915
350,0,batch_2,28731,CPD_771491795323,GCN2-IN-7,20295915
350,0,batch_2,13201,CPD_849358895118,GSK126,20295915
350,0,batch_2,31241,CPD_849358895118,GSK126,20295915
350,0,batch_2,40308,CPD_849358895118,GSK126,20295915
350,0,batch_2,45736,CPD_849358895118,GSK126,20295915
350,0,batch_2,5114,CPD_014302469794,HTH-01-015,20295915
350,0,batch_2,15724,CPD_014302469794,HTH-01-015,20295915
350,0,batch_2,29509,CPD_014302469794,HTH-01-015,20295915
350,0,batch_2,12337,CPD_360434106630,IRAK inhibitor 1,20295915
350,0,batch_2,29793,CPD_360434106630,IRAK inhibitor 1,20295915
350,0,batch_2,35793,CPD_360434106630,IRAK inhibitor 1,20295915
350,0,batch_2,46428,CPD_360434106630,IRAK inhibitor 1,20295915
350,0,batch_2,5599,CPD_978689160853,JAB-3068,20295915
350,0,batch_2,16167,CPD_978689160853,JAB-3068,20295915
350,0,batch_2,40548,CPD_978689160853,JAB-3068,20295915
350,0,batch_2,14044,CPD_859937920157,KME-2780,20295915
350,0,batch_2,17090,CPD_859937920157,KME-2780,20295915
350,0,batch_2,44818,CPD_859937920157,KME-2780,20295915
350,0,batch_2,46775,CPD_859937920157,KME-2780,20295915
350,0,batch_2,7067,CPD_570860546420,MK2-IN-1,20295915
350,0,batch_2,38133,CPD_570860546420,MK2-IN-1,20295915
350,0,batch_2,15918,CPD_780406670572,MSC1094308,20295915
350,0,batch_2,12508,CPD_351179563828,N-deshydroxyethyl dasatinib,20295915
350,0,batch_2,29433,CPD_351179563828,N-deshydroxyethyl dasatinib,20295915
350,0,batch_2,34398,CPD_351179563828,N-deshydroxyethyl dasatinib,20295915
350,0,batch_2,2563,CPD_029002508615,SMARCA ligand 1,20295915
350,0,batch_2,5990,CPD_029002508615,SMARCA ligand 1,20295915
350,0,batch_2,16721,CPD_029002508615,SMARCA ligand 1,20295915
350,0,batch_2,22769,CPD_029002508615,SMARCA ligand 1,20295915
350,0,batch_2,38641,CPD_029002508615,SMARCA ligand 1,20295915
350,0,batch_2,14660,CPD_780270304878,STC-15,20295915
350,0,batch_2,21810,CPD_780270304878,STC-15,20295915
350,0,batch_2,27402,CPD_780270304878,STC-15,20295915
350,0,batch_2,34362,CPD_780270304878,STC-15,20295915
350,0,batch_2,24627,CPD_430449302192,STM2457,20295915
350,0,batch_2,44299,CPD_430449302192,STM2457,20295915
350,0,batch_2,46860,CPD_430449302192,STM2457,20295915
350,0,batch_2,5943,CPD_144607136087,XL019,20295915
350,0,batch_2,6309,CPD_144607136087,XL019,20295915
350,0,batch_2,19806,CPD_144607136087,XL019,20295915
350,0,batch_2,9256,CPD_204680181321,ZF135/MRTX-1719,20295915
350,0,batch_2,40365,CPD_204680181321,ZF135/MRTX-1719,20295915
350,0,batch_2,42864,CPD_204680181321,ZF135/MRTX-1719,20295915
350,0,batch_2,32451,CPD_317738115337,ZM336372,20295915
350,0,batch_2,42081,CPD_317738115337,ZM336372,20295915
350,0,batch_2,31624,CPD_137861888137,aloperine,20295915
350,0,batch_2,48342,CPD_137861888137,aloperine,20295915
350,0,batch_2,49375,CPD_137861888137,aloperine,20295915
350,0,batch_2,7376,CPD_236412001094,ceritinib,20295915
350,0,batch_2,11682,CPD_236412001094,ceritinib,20295915
350,0,batch_2,28506,CPD_236412001094,ceritinib,20295915
350,0,batch_2,8231,CPD_549558202917,cobimetinib,20295915
350,0,batch_2,38973,CPD_549558202917,cobimetinib,20295915
350,0,batch_2,39221,CPD_549558202917,cobimetinib,20295915
350,0,batch_2,27033,CPD_908424475140,derazantinib,20295915
350,0,batch_2,29155,CPD_908424475140,derazantinib,20295915
350,0,batch_2,31069,CPD_908424475140,derazantinib,20295915
350,0,batch_2,4527,CPD_548023859323,endoxifen,20295915
350,0,batch_2,10397,CPD_548023859323,endoxifen,20295915
350,0,batch_2,25264,CPD_548023859323,endoxifen,20295915
350,0,batch_2,38024,CPD_548023859323,endoxifen,20295915
350,0,batch_2,7188,CPD_056284183052,fexagratinib,20295915
350,0,batch_2,16369,CPD_056284183052,fexagratinib,20295915
350,0,batch_2,40245,CPD_056284183052,fexagratinib,20295915
350,0,batch_2,31221,CPD_167907273288,lapatinib,20295915
350,0,batch_2,43143,CPD_167907273288,lapatinib,20295915
350,0,batch_2,46263,CPD_167907273288,lapatinib,20295915
350,0,batch_2,16318,CPD_483004848109,momelotinib/CYT387,20295915
350,0,batch_2,22455,CPD_483004848109,momelotinib/CYT387,20295915
350,0,batch_2,31616,CPD_483004848109,momelotinib/CYT387,20295915
350,0,batch_2,15190,CPD_179756457827,palbociclib,20295915
350,0,batch_2,15756,CPD_179756457827,palbociclib,20295915
350,0,batch_2,34705,CPD_179756457827,palbociclib,20295915
350,0,batch_2,36231,CPD_179756457827,palbociclib,20295915
350,0,batch_2,6164,CPD_104027493525,rucaparib,20295915
350,0,batch_2,10299,CPD_104027493525,rucaparib,20295915
350,0,batch_2,36507,CPD_104027493525,rucaparib,20295915
350,0,batch_2,36719,CPD_279017060612,sorafenib,20295915
350,0,batch_2,11334,CPD_930596955388,veliparib,20295915
350,0,batch_2,29316,CPD_930596955388,veliparib,20295915
350,0,batch_2,39922,CPD_930596955388,veliparib,20295915
350,1,batch_1,3471,CPD_727697023490,AZD-3463,20295916
350,1,batch_1,6569,CPD_727697023490,AZD-3463,20295916
350,1,batch_1,10570,CPD_727697023490,AZD-3463,20295916
350,1,batch_1,25310,CPD_727697023490,AZD-3463,20295916
350,1,batch_1,25725,CPD_727697023490,AZD-3463,20295916
350,1,batch_1,39927,CPD_727697023490,AZD-3463,20295916
350,1,batch_1,40623,CPD_727697023490,AZD-3463,20295916
350,1,batch_1,46205,CPD_727697023490,AZD-3463,20295916
350,1,batch_1,5176,CPD_097241972673,AZD-7624,20295916
350,1,batch_1,7436,CPD_097241972673,AZD-7624,20295916
350,1,batch_1,11616,CPD_097241972673,AZD-7624,20295916
350,1,batch_1,19152,CPD_097241972673,AZD-7624,20295916
350,1,batch_1,32194,CPD_097241972673,AZD-7624,20295916
350,1,batch_1,38231,CPD_097241972673,AZD-7624,20295916
350,1,batch_1,40362,CPD_097241972673,AZD-7624,20295916
350,1,batch_1,45225,CPD_097241972673,AZD-7624,20295916
350,1,batch_1,11810,CPD_168135774311,BAY-293,20295916
350,1,batch_1,12789,CPD_168135774311,BAY-293,20295916
350,1,batch_1,24050,CPD_168135774311,BAY-293,20295916
350,1,batch_1,24330,CPD_168135774311,BAY-293,20295916
350,1,batch_1,24609,CPD_168135774311,BAY-293,20295916
350,1,batch_1,28622,CPD_168135774311,BAY-293,20295916
350,1,batch_1,32730,CPD_168135774311,BAY-293,20295916
350,1,batch_1,18797,CPD_150752035598,BGT226,20295916
350,1,batch_1,27865,CPD_150752035598,BGT226,20295916
350,1,batch_1,38174,CPD_150752035598,BGT226,20295916
350,1,batch_1,41634,CPD_150752035598,BGT226,20295916
350,1,batch_1,15212,CPD_027984907598,BMS-509744,20295916
350,1,batch_1,17263,CPD_027984907598,BMS-509744,20295916
350,1,batch_1,19042,CPD_027984907598,BMS-509744,20295916
350,1,batch_1,21145,CPD_027984907598,BMS-509744,20295916
350,1,batch_1,29176,CPD_027984907598,BMS-509744,20295916
350,1,batch_1,34393,CPD_027984907598,BMS-509744,20295916
350,1,batch_1,43229,CPD_027984907598,BMS-509744,20295916
350,1,batch_1,22679,CPD_652873333040,CP-673451,20295916
350,1,batch_1,28059,CPD_652873333040,CP-673451,20295916
350,1,batch_1,29721,CPD_652873333040,CP-673451,20295916
350,1,batch_1,37105,CPD_652873333040,CP-673451,20295916
350,1,batch_1,39947,CPD_652873333040,CP-673451,20295916
350,1,batch_1,41318,CPD_652873333040,CP-673451,20295916
350,1,batch_1,41793,CPD_652873333040,CP-673451,20295916
350,1,batch_1,46377,CPD_652873333040,CP-673451,20295916
350,1,batch_1,31286,CPD_326167036106,Capmatinib,20295916
350,1,batch_1,38058,CPD_326167036106,Capmatinib,20295916
350,1,batch_1,38706,CPD_326167036106,Capmatinib,20295916
350,1,batch_1,46529,CPD_326167036106,Capmatinib,20295916
350,1,batch_1,4246,CPD_471264222636,Crizotinib,20295916
350,1,batch_1,5017,CPD_471264222636,Crizotinib,20295916
350,1,batch_1,11758,CPD_471264222636,Crizotinib,20295916
350,1,batch_1,12532,CPD_471264222636,Crizotinib,20295916
350,1,batch_1,30735,CPD_471264222636,Crizotinib,20295916
350,1,batch_1,32284,CPD_471264222636,Crizotinib,20295916
350,1,batch_1,42643,CPD_471264222636,Crizotinib,20295916
350,1,batch_1,43608,CPD_471264222636,Crizotinib,20295916
350,1,batch_1,43838,CPD_471264222636,Crizotinib,20295916
350,1,batch_1,7088,CPD_771491795323,GCN2-IN-7,20295916
350,1,batch_1,8548,CPD_771491795323,GCN2-IN-7,20295916
350,1,batch_1,30475,CPD_771491795323,GCN2-IN-7,20295916
350,1,batch_1,30643,CPD_771491795323,GCN2-IN-7,20295916
350,1,batch_1,37792,CPD_771491795323,GCN2-IN-7,20295916
350,1,batch_1,37832,CPD_771491795323,GCN2-IN-7,20295916
350,1,batch_1,5460,CPD_849358895118,GSK126,20295916
350,1,batch_1,9008,CPD_849358895118,GSK126,20295916
350,1,batch_1,12211,CPD_849358895118,GSK126,20295916
350,1,batch_1,22968,CPD_849358895118,GSK126,20295916
350,1,batch_1,23636,CPD_849358895118,GSK126,20295916
350,1,batch_1,31401,CPD_849358895118,GSK126,20295916
350,1,batch_1,45577,CPD_849358895118,GSK126,20295916
350,1,batch_1,11691,CPD_014302469794,HTH-01-015,20295916
350,1,batch_1,16485,CPD_014302469794,HTH-01-015,20295916
350,1,batch_1,17384,CPD_014302469794,HTH-01-015,20295916
350,1,batch_1,17791,CPD_014302469794,HTH-01-015,20295916
350,1,batch_1,23533,CPD_014302469794,HTH-01-015,20295916
350,1,batch_1,25673,CPD_014302469794,HTH-01-015,20295916
350,1,batch_1,29077,CPD_014302469794,HTH-01-015,20295916
350,1,batch_1,41218,CPD_014302469794,HTH-01-015,20295916
350,1,batch_1,572,CPD_360434106630,IRAK inhibitor 1,20295916
350,1,batch_1,6817,CPD_360434106630,IRAK inhibitor 1,20295916
350,1,batch_1,12034,CPD_360434106630,IRAK inhibitor 1,20295916
350,1,batch_1,24058,CPD_360434106630,IRAK inhibitor 1,20295916
350,1,batch_1,24443,CPD_360434106630,IRAK inhibitor 1,20295916
