context,split_seed,batch_id,role
zic008_a549,20260922,batch_08,acquisition
zic008_a549,20260922,batch_09,held_out
zic008_a549,20260922,batch_10,held_out
zic008_a549,20260923,batch_01,acquisition
zic008_a549,20260923,batch_02,acquisition
zic008_a549,20260923,batch_03,held_out
zic008_a549,20260923,batch_04,held_out
zic008_a549,20260923,batch_05,acquisition
zic008_a549,20260923,batch_06,held_out
zic008_a549,20260923,batch_07,held_out
zic008_a549,20260923,batch_08,acquisition
zic008_a549,20260923,batch_09,held_out
zic008_a549,20260923,batch_10,acquisition
zic008_a549,20260924,batch_01,acquisition
zic008_a549,20260924,batch_02,held_out
zic008_a549,20260924,batch_03,held_out
zic008_a549,20260924,batch_04,held_out
zic008_a549,20260924,batch_05,acquisition
zic008_a549,20260924,batch_06,held_out
zic008_a549,20260924,batch_07,held_out
zic008_a549,20260924,batch_08,acquisition
zic008_a549,20260924,batch_09,acquisition
zic008_a549,20260924,batch_10,acquisition
zic008_a549,20260925,batch_01,held_out
zic008_a549,20260925,batch_02,acquisition
zic008_a549,20260925,batch_03,held_out
zic008_a549,20260925,batch_04,acquisition
zic008_a549,20260925,batch_05,acquisition
zic008_a549,20260925,batch_06,held_out
zic008_a549,20260925,batch_07,held_out
zic008_a549,20260925,batch_08,held_out
zic008_a549,20260925,batch_09,acquisition
zic008_a549,20260925,batch_10,acquisition
zic008_a549,20260926,batch_01,held_out
zic008_a549,20260926,batch_02,acquisition
zic008_a549,20260926,batch_03,held_out
zic008_a549,20260926,batch_04,acquisition
zic008_a549,20260926,batch_05,acquisition
zic008_a549,20260926,batch_06,held_out
zic008_a549,20260926,batch_07,acquisition
zic008_a549,20260926,batch_08,held_out
zic008_a549,20260926,batch_09,acquisition
zic008_a549,20260926,batch_10,held_out
zic008_a549,20260927,batch_01,held_out
zic008_a549,20260927,batch_02,held_out
zic008_a549,20260927,batch_03,acquisition
zic008_a549,20260927,batch_04,acquisition
zic008_a549,20260927,batch_05,held_out
zic008_a549,20260927,batch_06,held_out
zic008_a549,20260927,batch_07,held_out
zic008_a549,20260927,batch_08,acquisition
zic008_a549,20260927,batch_09,acquisition
zic008_a549,20260927,batch_10,acquisition
zic008_a549,20260928,batch_01,acquisition
zic008_a549,20260928,batch_02,held_out
zic008_a549,20260928,batch_03,held_out
zic008_a549,20260928,batch_04,held_out
zic008_a549,20260928,batch_05,acquisition
zic008_a549,20260928,batch_06,acquisition
zic008_a549,20260928,batch_07,held_out
zic008_a549,20260928,batch_08,held_out
zic008_a549,20260928,batch_09,acquisition
zic008_a549,20260928,batch_10,acquisition
zic008_a549,20260929,batch_01,acquisition
zic008_a549,20260929,batch_02,acquisition
zic008_a549,20260929,batch_03,held_out
zic008_a549,20260929,batch_04,held_out
zic008_a549,20260929,batch_05,acquisition
zic008_a549,20260929,batch_06,held_out
zic008_a549,20260929,batch_07,acquisition
zic008_a549,20260929,batch_08,held_out
zic008_a549,20260929,batch_09,acquisition
zic008_a549,20260929,batch_10,held_out
zic008_a549,20260930,batch_01,held_out
zic008_a549,20260930,batch_02,held_out
zic008_a549,20260930,batch_03,held_out
zic008_a549,20260930,batch_04,acquisition
zic008_a549,20260930,batch_05,acquisition
zic008_a549,20260930,batch_06,acquisition
zic008_a549,20260930,batch_07,held_out
zic008_a549,20260930,batch_08,acquisition
zic008_a549,20260930,batch_09,held_out
zic008_a549,20260930,batch_10,acquisition
zic008_a549,20260931,batch_01,acquisition
zic008_a549,20260931,batch_02,held_out
zic008_a549,20260931,batch_03,held_out
zic008_a549,20260931,batch_04,held_out
zic008_a549,20260931,batch_05,acquisition
zic008_a549,20260931,batch_06,acquisition
zic008_a549,20260931,batch_07,held_out
zic008_a549,20260931,batch_08,held_out
zic008_a549,20260931,batch_09,acquisition
zic008_a549,20260931,batch_10,acquisition
zic008_a549,20260932,batch_01,held_out
zic008_a549,20260932,batch_02,acquisition
zic008_a549,20260932,batch_03,held_out
zic008_a549,20260932,batch_04,acquisition
zic008_a549,20260932,batch_05,acquisition
zic008_a549,20260932,batch_06,acquisition
zic008_a549,20260932,batch_07,held_out
zic008_a549,20260932,batch_08,acquisition
zic008_a549,20260932,batch_09,held_out
zic008_a549,20260932,batch_10,held_out
zic008_a549,20260933,batch_01,held_out
zic008_a549,20260933,batch_02,acquisition
zic008_a549,20260933,batch_03,acquisition
zic008_a549,20260933,batch_04,held_out
zic008_a549,20260933,batch_05,held_out
zic008_a549,20260933,batch_06,acquisition
zic008_a549,20260933,batch_07,acquisition
zic008_a549,20260933,batch_08,acquisition
zic008_a549,20260933,batch_09,held_out
zic008_a549,20260933,batch_10,held_out
zic008_a549,20260934,batch_01,acquisition
zic008_a549,20260934,batch_02,acquisition
zic008_a549,20260934,batch_03,held_out
zic008_a549,20260934,batch_04,acquisition
zic008_a549,20260934,batch_05,held_out
zic008_a549,20260934,batch_06,held_out
zic008_a549,20260934,batch_07,held_out
zic008_a549,20260934,batch_08,acquisition
zic008_a549,20260934,batch_09,held_out
zic008_a549,20260934,batch_10,acquisition
zic008_aec7,20260915,batch_01,acquisition
zic008_aec7,20260915,batch_02,acquisition
zic008_aec7,20260915,batch_03,held_out
zic008_aec7,20260915,batch_04,held_out
zic008_aec7,20260915,batch_05,held_out
zic008_aec7,20260915,batch_06,held_out
zic008_aec7,20260915,batch_07,acquisition
zic008_aec7,20260915,batch_08,held_out
zic008_aec7,20260915,batch_09,acquisition
zic008_aec7,20260915,batch_10,acquisition
zic008_aec7,20260915,batch_11,acquisition
zic008_aec7,20260915,batch_12,acquisition
zic008_aec7,20260915,batch_13,acquisition
zic008_aec7,20260915,batch_14,held_out
zic008_aec7,20260915,batch_15,held_out
zic008_aec7,20260915,batch_16,held_out
zic008_aec7,20260916,batch_01,acquisition
zic008_aec7,20260916,batch_02,held_out
zic008_aec7,20260916,batch_03,acquisition
zic008_aec7,20260916,batch_04,acquisition
zic008_aec7,20260916,batch_05,acquisition
zic008_aec7,20260916,batch_06,held_out
zic008_aec7,20260916,batch_07,acquisition
zic008_aec7,20260916,batch_08,held_out
zic008_aec7,20260916,batch_09,held_out
zic008_aec7,20260916,batch_10,held_out
zic008_aec7,20260916,batch_11,acquisition
zic008_aec7,20260916,batch_12,held_out
zic008_aec7,20260916,batch_13,acquisition
zic008_aec7,20260916,batch_14,acquisition
zic008_aec7,20260916,batch_15,held_out
zic008_aec7,20260916,batch_16,held_out
zic008_aec7,20260917,batch_01,acquisition
zic008_aec7,20260917,batch_02,held_out
zic008_aec7,20260917,batch_03,held_out
zic008_aec7,20260917,batch_04,acquisition
zic008_aec7,20260917,batch_05,acquisition
zic008_aec7,20260917,batch_06,acquisition
zic008_aec7,20260917,batch_07,held_out
zic008_aec7,20260917,batch_08,held_out
zic008_aec7,20260917,batch_09,acquisition
zic008_aec7,20260917,batch_10,acquisition
zic008_aec7,20260917,batch_11,held_out
zic008_aec7,20260917,batch_12,acquisition
zic008_aec7,20260917,batch_13,held_out
zic008_aec7,20260917,batch_14,held_out
zic008_aec7,20260917,batch_15,held_out
zic008_aec7,20260917,batch_16,acquisition
zic008_aec7,20260918,batch_01,acquisition
zic008_aec7,20260918,batch_02,held_out
zic008_aec7,20260918,batch_03,acquisition
zic008_aec7,20260918,batch_04,acquisition
zic008_aec7,20260918,batch_05,held_out
zic008_aec7,20260918,batch_06,acquisition
zic008_aec7,20260918,batch_07,acquisition
zic008_aec7,20260918,batch_08,held_out
zic008_aec7,20260918,batch_09,held_out
zic008_aec7,20260918,batch_10,held_out
zic008_aec7,20260918,batch_11,held_out
zic008_aec7,20260918,batch_12,held_out
zic008_aec7,20260918,batch_13,acquisition
zic008_aec7,20260918,batch_14,acquisition
zic008_aec7,20260918,batch_15,held_out
zic008_aec7,20260918,batch_16,acquisition
zic008_aec7,20260919,batch_01,held_out
zic008_aec7,20260919,batch_02,acquisition
zic008_aec7,20260919,batch_03,acquisition
zic008_aec7,20260919,batch_04,held_out
zic008_aec7,20260919,batch_05,acquisition
zic008_aec7,20260919,batch_06,held_out
zic008_aec7,20260919,batch_07,held_out
zic008_aec7,20260919,batch_08,acquisition
zic008_aec7,20260919,batch_09,acquisition
zic008_aec7,20260919,batch_10,held_out
zic008_aec7,20260919,batch_11,held_out
zic008_aec7,20260919,batch_12,held_out
zic008_aec7,20260919,batch_13,acquisition
zic008_aec7,20260919,batch_14,acquisition
zic008_aec7,20260919,batch_15,held_out
zic008_aec7,20260919,batch_16,acquisition
zic008_aec7,20260920,batch_01,acquisition
zic008_aec7,20260920,batch_02,held_out
zic008_aec7,20260920,batch_03,acquisition
zic008_aec7,20260920,batch_04,held_out
zic008_aec7,20260920,batch_05,held_out
zic008_aec7,20260920,batch_06,held_out
zic008_aec7,20260920,batch_07,acquisition
zic008_aec7,20260920,batch_08,acquisition
zic008_aec7,20260920,batch_09,held_out
zic008_aec7,20260920,batch_10,acquisition
zic008_aec7,20260920,batch_11,held_out
zic008_aec7,20260920,batch_12,held_out
zic008_aec7,20260920,batch_13,acquisition
zic008_aec7,20260920,batch_14,held_out
zic008_aec7,20260920,batch_15,acquisition
zic008_aec7,20260920,batch_16,acquisition
zic008_aec7,20260921,batch_01,acquisition
zic008_aec7,20260921,batch_02,held_out
zic008_aec7,20260921,batch_03,acquisition
zic008_aec7,20260921,batch_04,acquisition
zic008_aec7,20260921,batch_05,held_out
zic008_aec7,20260921,batch_06,acquisition
zic008_aec7,20260921,batch_07,acquisition
zic008_aec7,20260921,batch_08,held_out
zic008_aec7,20260921,batch_09,held_out
zic008_aec7,20260921,batch_10,acquisition
zic008_aec7,20260921,batch_11,acquisition
zic008_aec7,20260921,batch_12,held_out
zic008_aec7,20260921,batch_13,acquisition
zic008_aec7,20260921,batch_14,held_out
zic008_aec7,20260921,batch_15,held_out
zic008_aec7,20260921,batch_16,held_out
zic008_aec7,20260922,batch_01,held_out
zic008_aec7,20260922,batch_02,acquisition
zic008_aec7,20260922,batch_03,acquisition
zic008_aec7,20260922,batch_04,acquisition
zic008_aec7,20260922,batch_05,acquisition
zic008_aec7,20260922,batch_06,acquisition
zic008_aec7,20260922,batch_07,acquisition
zic008_aec7,20260922,batch_08,held_out
zic008_aec7,20260922,batch_09,held_out
zic008_aec7,20260922,batch_10,held_out
zic008_aec7,20260922,batch_11,held_out
zic008_aec7,20260922,batch_12,acquisition
zic008_aec7,20260922,batch_13,held_out
zic008_aec7,20260922,batch_14,acquisition
zic008_aec7,20260922,batch_15,held_out
zic008_aec7,20260922,batch_16,held_out
zic008_aec7,20260923,batch_01,acquisition
zic008_aec7,20260923,batch_02,held_out
zic008_aec7,20260923,batch_03,acquisition
zic008_aec7,20260923,batch_04,held_out
zic008_aec7,20260923,batch_05,held_out
zic008_aec7,20260923,batch_06,acquisition
zic008_aec7,20260923,batch_07,acquisition
zic008_aec7,20260923,batch_08,acquisition
zic008_aec7,20260923,batch_09,acquisition
zic008_aec7,20260923,batch_10,held_out
zic008_aec7,20260923,batch_11,acquisition
zic008_aec7,20260923,batch_12,held_out
zic008_aec7,20260923,batch_13,held_out
zic008_aec7,20260923,batch_14,held_out
zic008_aec7,20260923,batch_15,acquisition
zic008_aec7,20260923,batch_16,held_out
zic008_aec7,20260924,batch_01,held_out
zic008_aec7,20260924,batch_02,held_out
zic008_aec7,20260924,batch_03,held_out
zic008_aec7,20260924,batch_04,held_out
zic008_aec7,20260924,batch_05,acquisition
zic008_aec7,20260924,batch_06,held_out
zic008_aec7,20260924,batch_07,acquisition
zic008_aec7,20260924,batch_08,acquisition
zic008_aec7,20260924,batch_09,held_out
zic008_aec7,20260924,batch_10,acquisition
zic008_aec7,20260924,batch_11,acquisition
zic008_aec7,20260924,batch_12,acquisition
zic008_aec7,20260924,batch_13,acquisition
zic008_aec7,20260924,batch_14,held_out
zic008_aec7,20260924,batch_15,acquisition
zic008_aec7,20260924,batch_16,held_out
zic008_aec7,20260925,batch_01,held_out
zic008_aec7,20260925,batch_02,held_out
zic008_aec7,20260925,batch_03,held_out
zic008_aec7,20260925,batch_04,held_out
zic008_aec7,20260925,batch_05,held_out
zic008_aec7,20260925,batch_06,acquisition
zic008_aec7,20260925,batch_07,held_out
zic008_aec7,20260925,batch_08,acquisition
zic008_aec7,20260925,batch_09,acquisition
zic008_aec7,20260925,batch_10,acquisition
zic008_aec7,20260925,batch_11,held_out
zic008_aec7,20260925,batch_12,acquisition
zic008_aec7,20260925,batch_13,acquisition
zic008_aec7,20260925,batch_14,acquisition
zic008_aec7,20260925,batch_15,held_out
zic008_aec7,20260925,batch_16,acquisition
zic008_aec7,20260926,batch_01,acquisition
zic008_aec7,20260926,batch_02,held_out
zic008_aec7,20260926,batch_03,acquisition
zic008_aec7,20260926,batch_04,acquisition
zic008_aec7,20260926,batch_05,held_out
zic008_aec7,20260926,batch_06,acquisition
zic008_aec7,20260926,batch_07,acquisition
zic008_aec7,20260926,batch_08,held_out
zic008_aec7,20260926,batch_09,held_out
zic008_aec7,20260926,batch_10,held_out
zic008_aec7,20260926,batch_11,held_out
zic008_aec7,20260926,batch_12,acquisition
zic008_aec7,20260926,batch_13,acquisition
zic008_aec7,20260926,batch_14,held_out
zic008_aec7,20260926,batch_15,acquisition
zic008_aec7,20260926,batch_16,held_out
zic008_aec7,20260927,batch_01,acquisition
zic008_aec7,20260927,batch_02,held_out
zic008_aec7,20260927,batch_03,acquisition
zic008_aec7,20260927,batch_04,held_out
zic008_aec7,20260927,batch_05,acquisition
zic008_aec7,20260927,batch_06,acquisition
zic008_aec7,20260927,batch_07,held_out
zic008_aec7,20260927,batch_08,held_out
zic008_aec7,20260927,batch_09,acquisition
zic008_aec7,20260927,batch_10,acquisition
zic008_aec7,20260927,batch_11,acquisition
zic008_aec7,20260927,batch_12,held_out
zic008_aec7,20260927,batch_13,held_out
zic008_aec7,20260927,batch_14,held_out
zic008_aec7,20260927,batch_15,held_out
zic008_aec7,20260927,batch_16,acquisition
zic008_aec7,20260928,batch_01,held_out
zic008_aec7,20260928,batch_02,acquisition
zic008_aec7,20260928,batch_03,acquisition
zic008_aec7,20260928,batch_04,held_out
zic008_aec7,20260928,batch_05,acquisition
zic008_aec7,20260928,batch_06,acquisition
zic008_aec7,20260928,batch_07,acquisition
zic008_aec7,20260928,batch_08,held_out
zic008_aec7,20260928,batch_09,acquisition
zic008_aec7,20260928,batch_10,held_out
zic008_aec7,20260928,batch_11,acquisition
zic008_aec7,20260928,batch_12,acquisition
zic008_aec7,20260928,batch_13,held_out
zic008_aec7,20260928,batch_14,held_out
zic008_aec7,20260928,batch_15,held_out
zic008_aec7,20260928,batch_16,held_out
zic008_aec7,20260929,batch_01,held_out
zic008_aec7,20260929,batch_02,held_out
zic008_aec7,20260929,batch_03,held_out
zic008_aec7,20260929,batch_04,acquisition
zic008_aec7,20260929,batch_05,held_out
zic008_aec7,20260929,batch_06,acquisition
zic008_aec7,20260929,batch_07,acquisition
zic008_aec7,20260929,batch_08,acquisition
zic008_aec7,20260929,batch_09,held_out
zic008_aec7,20260929,batch_10,held_out
zic008_aec7,20260929,batch_11,acquisition
zic008_aec7,20260929,batch_12,acquisition
zic008_aec7,20260929,batch_13,held_out
zic008_aec7,20260929,batch_14,acquisition
zic008_aec7,20260929,batch_15,acquisition
zic008_aec7,20260929,batch_16,held_out
zic008_aec7,20260930,batch_01,acquisition
zic008_aec7,20260930,batch_02,held_out
zic008_aec7,20260930,batch_03,acquisition
zic008_aec7,20260930,batch_04,acquisition
zic008_aec7,20260930,batch_05,held_out
zic008_aec7,20260930,batch_06,held_out
zic008_aec7,20260930,batch_07,held_out
zic008_aec7,20260930,batch_08,acquisition
zic008_aec7,20260930,batch_09,acquisition
zic008_aec7,20260930,batch_10,acquisition
zic008_aec7,20260930,batch_11,acquisition
zic008_aec7,20260930,batch_12,held_out
zic008_aec7,20260930,batch_13,held_out
zic008_aec7,20260930,batch_14,acquisition
zic008_aec7,20260930,batch_15,held_out
zic008_aec7,20260930,batch_16,held_out
zic008_aec7,20260931,batch_01,held_out
zic008_aec7,20260931,batch_02,acquisition
zic008_aec7,20260931,batch_03,acquisition
zic008_aec7,20260931,batch_04,held_out
zic008_aec7,20260931,batch_05,acquisition
zic008_aec7,20260931,batch_06,held_out
zic008_aec7,20260931,batch_07,acquisition
zic008_aec7,20260931,batch_08,acquisition
zic008_aec7,20260931,batch_09,held_out
zic008_aec7,20260931,batch_10,acquisition
zic008_aec7,20260931,batch_11,held_out
zic008_aec7,20260931,batch_12,acquisition
zic008_aec7,20260931,batch_13,acquisition
zic008_aec7,20260931,batch_14,held_out
zic008_aec7,20260931,batch_15,held_out
zic008_aec7,20260931,batch_16,held_out
zic008_aec7,20260932,batch_01,acquisition
zic008_aec7,20260932,batch_02,acquisition
zic008_aec7,20260932,batch_03,acquisition
zic008_aec7,20260932,batch_04,held_out
zic008_aec7,20260932,batch_05,acquisition
zic008_aec7,20260932,batch_06,held_out
zic008_aec7,20260932,batch_07,held_out
zic008_aec7,20260932,batch_08,acquisition
zic008_aec7,20260932,batch_09,acquisition
zic008_aec7,20260932,batch_10,held_out
zic008_aec7,20260932,batch_11,held_out
zic008_aec7,20260932,batch_12,held_out
zic008_aec7,20260932,batch_13,acquisition
zic008_aec7,20260932,batch_14,held_out
zic008_aec7,20260932,batch_15,held_out
zic008_aec7,20260932,batch_16,acquisition
zic008_aec7,20260933,batch_01,acquisition
zic008_aec7,20260933,batch_02,held_out
zic008_aec7,20260933,batch_03,held_out
zic008_aec7,20260933,batch_04,acquisition
zic008_aec7,20260933,batch_05,acquisition
zic008_aec7,20260933,batch_06,acquisition
zic008_aec7,20260933,batch_07,acquisition
zic008_aec7,20260933,batch_08,acquisition
zic008_aec7,20260933,batch_09,held_out
zic008_aec7,20260933,batch_10,held_out
zic008_aec7,20260933,batch_11,held_out
zic008_aec7,20260933,batch_12,held_out
zic008_aec7,20260933,batch_13,acquisition
zic008_aec7,20260933,batch_14,acquisition
zic008_aec7,20260933,batch_15,held_out
zic008_aec7,20260933,batch_16,held_out
zic008_aec7,20260934,batch_01,acquisition
zic008_aec7,20260934,batch_02,held_out
zic008_aec7,20260934,batch_03,acquisition
zic008_aec7,20260934,batch_04,held_out
zic008_aec7,20260934,batch_05,acquisition
zic008_aec7,20260934,batch_06,held_out
zic008_aec7,20260934,batch_07,held_out
zic008_aec7,20260934,batch_08,acquisition
zic008_aec7,20260934,batch_09,acquisition
zic008_aec7,20260934,batch_10,acquisition
zic008_aec7,20260934,batch_11,acquisition
zic008_aec7,20260934,batch_12,acquisition
zic008_aec7,20260934,batch_13,held_out
zic008_aec7,20260934,batch_14,held_out
zic008_aec7,20260934,batch_15,held_out
zic008_aec7,20260934,batch_16,held_out
zic008_h1650,20260915,batch_01,acquisition
zic008_h1650,20260915,batch_02,held_out
zic008_h1650,20260915,batch_03,acquisition
zic008_h1650,20260915,batch_04,held_out
zic008_h1650,20260916,batch_01,acquisition
zic008_h1650,20260916,batch_02,acquisition
zic008_h1650,20260916,batch_03,held_out
zic008_h1650,20260916,batch_04,held_out
zic008_h1650,20260917,batch_01,held_out
zic008_h1650,20260917,batch_02,acquisition
zic008_h1650,20260917,batch_03,held_out
zic008_h1650,20260917,batch_04,acquisition
zic008_h1650,20260918,batch_01,held_out
zic008_h1650,20260918,batch_02,acquisition
zic008_h1650,20260918,batch_03,acquisition
zic008_h1650,20260918,batch_04,held_out
zic008_h1650,20260919,batch_01,acquisition
zic008_h1650,20260919,batch_02,held_out
zic008_h1650,20260919,batch_03,held_out
zic008_h1650,20260919,batch_04,acquisition
zic008_h1650,20260920,batch_01,acquisition
zic008_h1650,20260920,batch_02,acquisition
zic008_h1650,20260920,batch_03,held_out
zic008_h1650,20260920,batch_04,held_out
zic008_h1650,20260921,batch_01,acquisition
zic008_h1650,20260921,batch_02,acquisition
zic008_h1650,20260921,batch_03,held_out
zic008_h1650,20260921,batch_04,held_out
zic008_h1650,20260922,batch_01,acquisition
zic008_h1650,20260922,batch_02,acquisition
zic008_h1650,20260922,batch_03,held_out
zic008_h1650,20260922,batch_04,held_out
zic008_h1650,20260923,batch_01,acquisition
zic008_h1650,20260923,batch_02,acquisition
zic008_h1650,20260923,batch_03,held_out
zic008_h1650,20260923,batch_04,held_out
zic008_h1650,20260924,batch_01,held_out
zic008_h1650,20260924,batch_02,held_out
zic008_h1650,20260924,batch_03,acquisition
zic008_h1650,20260924,batch_04,acquisition
zic008_h1650,20260925,batch_01,acquisition
zic008_h1650,20260925,batch_02,held_out
zic008_h1650,20260925,batch_03,held_out
zic008_h1650,20260925,batch_04,acquisition
zic008_h1650,20260926,batch_01,acquisition
zic008_h1650,20260926,batch_02,held_out
zic008_h1650,20260926,batch_03,held_out
zic008_h1650,20260926,batch_04,acquisition
zic008_h1650,20260927,batch_01,acquisition
zic008_h1650,20260927,batch_02,held_out
zic008_h1650,20260927,batch_03,acquisition
zic008_h1650,20260927,batch_04,held_out
zic008_h1650,20260928,batch_01,acquisition
zic008_h1650,20260928,batch_02,held_out
zic008_h1650,20260928,batch_03,held_out
zic008_h1650,20260928,batch_04,acquisition
zic008_h1650,20260929,batch_01,held_out
zic008_h1650,20260929,batch_02,acquisition
zic008_h1650,20260929,batch_03,held_out
zic008_h1650,20260929,batch_04,acquisition
zic008_h1650,20260930,batch_01,held_out
zic008_h1650,20260930,batch_02,acquisition
zic008_h1650,20260930,batch_03,held_out
zic008_h1650,20260930,batch_04,acquisition
zic008_h1650,20260931,batch_01,acquisition
zic008_h1650,20260931,batch_02,held_out
zic008_h1650,20260931,batch_03,held_out
zic008_h1650,20260931,batch_04,acquisition
zic008_h1650,20260932,batch_01,acquisition
zic008_h1650,20260932,batch_02,held_out
zic008_h1650,20260932,batch_03,held_out
zic008_h1650,20260932,batch_04,acquisition
zic008_h1650,20260933,batch_01,held_out
zic008_h1650,20260933,batch_02,acquisition
zic008_h1650,20260933,batch_03,held_out
zic008_h1650,20260933,batch_04,acquisition
zic008_h1650,20260934,batch_01,acquisition
zic008_h1650,20260934,batch_02,held_out
zic008_h1650,20260934,batch_03,acquisition
zic008_h1650,20260934,batch_04,held_out
zic008_hek293,20260915,batch_01,acquisition
zic008_hek293,20260915,batch_02,held_out
zic008_hek293,20260915,batch_03,acquisition
zic008_hek293,20260915,batch_04,held_out
zic008_hek293,20260916,batch_01,held_out
zic008_hek293,20260916,batch_02,acquisition
zic008_hek293,20260916,batch_03,held_out
zic008_hek293,20260916,batch_04,acquisition
zic008_hek293,20260917,batch_01,held_out
zic008_hek293,20260917,batch_02,held_out
zic008_hek293,20260917,batch_03,acquisition
zic008_hek293,20260917,batch_04,acquisition
zic008_hek293,20260918,batch_01,acquisition
zic008_hek293,20260918,batch_02,held_out
zic008_hek293,20260918,batch_03,held_out
zic008_hek293,20260918,batch_04,acquisition
zic008_hek293,20260919,batch_01,held_out
zic008_hek293,20260919,batch_02,acquisition
zic008_hek293,20260919,batch_03,acquisition
zic008_hek293,20260919,batch_04,held_out
zic008_hek293,20260920,batch_01,held_out
zic008_hek293,20260920,batch_02,acquisition
zic008_hek293,20260920,batch_03,held_out
zic008_hek293,20260920,batch_04,acquisition
zic008_hek293,20260921,batch_01,acquisition
zic008_hek293,20260921,batch_02,acquisition
zic008_hek293,20260921,batch_03,held_out
zic008_hek293,20260921,batch_04,held_out
zic008_hek293,20260922,batch_01,acquisition
zic008_hek293,20260922,batch_02,held_out
zic008_hek293,20260922,batch_03,acquisition
zic008_hek293,20260922,batch_04,held_out
zic008_hek293,20260923,batch_01,acquisition
zic008_hek293,20260923,batch_02,acquisition
zic008_hek293,20260923,batch_03,held_out
zic008_hek293,20260923,batch_04,held_out
zic008_hek293,20260924,batch_01,acquisition
zic008_hek293,20260924,batch_02,held_out
zic008_hek293,20260924,batch_03,acquisition
zic008_hek293,20260924,batch_04,held_out
zic008_hek293,20260925,batch_01,acquisition
zic008_hek293,20260925,batch_02,acquisition
zic008_hek293,20260925,batch_03,held_out
zic008_hek293,20260925,batch_04,held_out
zic008_hek293,20260926,batch_01,held_out
zic008_hek293,20260926,batch_02,acquisition
zic008_hek293,20260926,batch_03,held_out
zic008_hek293,20260926,batch_04,acquisition
zic008_hek293,20260927,batch_01,held_out
zic008_hek293,20260927,batch_02,acquisition
zic008_hek293,20260927,batch_03,acquisition
zic008_hek293,20260927,batch_04,held_out
zic008_hek293,20260928,batch_01,held_out
zic008_hek293,20260928,batch_02,held_out
zic008_hek293,20260928,batch_03,acquisition
zic008_hek293,20260928,batch_04,acquisition
zic008_hek293,20260929,batch_01,acquisition
zic008_hek293,20260929,batch_02,acquisition
zic008_hek293,20260929,batch_03,held_out
