role,public_compound_id,valid_zs13_crops,distance_to_family_median,standardized_response_norm,eligible_as_representative,chosen
response_family,CPD_224659399239,0,3.7346145212012987,5.878463072649794,False,False
response_family,CPD_232451244856,1,2.498763025680628,3.7965016735088115,False,False
response_family,CPD_233328814724,2,5.609110535291865,6.849154544876513,False,False
response_family,CPD_233685270650,1,3.6861079784245323,5.990834968089436,False,False
response_family,CPD_254362173002,0,3.0633192318064877,5.148345661789374,False,False
response_family,CPD_257128801803,1,5.461138070339186,7.2865561659077365,False,False
response_family,CPD_265139250842,0,4.0572374356780365,3.2896034879356133,False,False
response_family,CPD_265301444142,0,3.31912425313542,5.085584550985627,False,False
response_family,CPD_292715249652,0,3.6809339694952694,5.131129294981611,False,False
response_family,CPD_294010880725,0,2.5747685384819325,3.5165296147539,False,False
response_family,CPD_305205154336,0,4.84738365393206,3.7013957304905296,False,False
response_family,CPD_322437189004,2,4.045329398300106,6.17492640041691,False,False
response_family,CPD_335119226266,0,3.6957581204240983,5.643408574192072,False,False
response_family,CPD_340577269668,0,6.575780911143987,6.785991615766013,False,False
response_family,CPD_340841774874,2,7.132865449273275,5.9939140018009995,False,False
response_family,CPD_345395473157,0,3.471115046416044,4.932047950640047,False,False
response_family,CPD_345790304155,0,3.660692200283624,6.49927473967697,False,False
response_family,CPD_351244126533,1,4.164387799116294,6.160852779339733,False,False
response_family,CPD_352253587479,0,7.429606096673995,6.601490957370562,False,False
response_family,CPD_354971982014,0,5.575571794563832,7.128788344739285,False,False
response_family,CPD_363557126465,1,5.253987119255829,7.310727761178129,False,False
response_family,CPD_400335626559,0,3.8517687949909063,5.999703281358399,False,False
response_family,CPD_406149963745,0,5.914235246142149,4.895698266304035,False,False
response_family,CPD_406190584739,1,3.2781955191948153,5.29057899235577,False,False
response_family,CPD_409997733643,5,3.5763765757871315,3.1088278287824775,True,False
response_family,CPD_419654851832,0,4.273118297275712,6.246065463021506,False,False
response_family,CPD_420914038729,0,2.939365921871545,4.013535420310161,False,False
response_family,CPD_422527404181,0,6.704842280784154,6.927157967479011,False,False
response_family,CPD_424472049080,1,4.3641330125979945,4.995108028899024,False,False
response_family,CPD_428407833288,2,4.386557733212927,7.318736959158396,False,False
response_family,CPD_428495258980,0,5.152279606803028,6.073262328046511,False,False
response_family,CPD_431845932949,0,3.421205646236672,5.461095966220596,False,False
response_family,CPD_435505867705,0,6.9915896825418615,7.309210042564053,False,False
response_family,CPD_443332808849,1,5.135687802374312,4.754520596866367,False,False
response_family,CPD_446182207091,1,4.632491707665756,5.532424002140408,False,False
response_family,CPD_462349954811,1,2.8779942408726495,3.5244500141501045,False,False
response_family,CPD_463726559197,0,4.936532161272799,6.27916772978296,False,False
response_family,CPD_479020827511,1,4.741087735235178,6.049279373960487,False,False
response_family,CPD_492851434812,0,3.5456476573491575,6.142648601157255,False,False
response_family,CPD_495369700230,0,4.162933818226849,3.9414159521333314,False,False
response_family,CPD_508691366482,0,5.259853617947186,6.097238410521453,False,False
response_family,CPD_511499160248,0,8.008630585284788,7.4301919056986065,False,False
response_family,CPD_512024692492,0,7.451223682112217,6.397717311921339,False,False
response_family,CPD_521390407825,1,2.9852635770375007,4.197643149297,False,False
response_family,CPD_523159443005,1,4.089468956516566,3.984812459177024,False,False
response_family,CPD_535283285156,0,8.118678167503427,8.392991670999411,False,False
response_family,CPD_535611752758,0,3.6502826091726535,3.7890138029992917,False,False
response_family,CPD_537842127434,0,3.5431469675513894,4.458497505370974,False,False
response_family,CPD_548646563339,1,6.699082824791492,6.279457327088806,False,False
response_family,CPD_551219655653,0,4.315603078070133,6.241038744997572,False,False
response_family,CPD_562309548586,0,4.748672261243758,6.794113271032588,False,False
response_family,CPD_565429014580,1,2.4543248779525584,4.971454939838096,False,False
response_family,CPD_567885192401,1,5.493366583389429,4.2486544193945806,False,False
response_family,CPD_570361342577,0,8.46531921754886,10.15635947205568,False,False
response_family,CPD_573055169395,2,3.1019764919604436,4.802595785067101,False,False
response_family,CPD_574397254906,0,3.5723281739672568,6.012310900917044,False,False
response_family,CPD_577516750594,0,6.9709786766327735,6.623287665555967,False,False
response_family,CPD_600499039482,0,5.804770306784842,4.222873991077706,False,False
response_family,CPD_600768118778,0,4.1898631853928805,5.370765890882055,False,False
response_family,CPD_603372934369,0,4.971316088298124,6.1351494157192095,False,False
response_family,CPD_610934917021,0,5.016478033341037,7.1983249408625865,False,False
response_family,CPD_613238527134,0,2.539339352278181,4.7663458382173145,False,False
response_family,CPD_613542757974,0,3.4608241573769427,4.549862613026112,False,False
response_family,CPD_613984287650,0,3.892072838491244,3.8880670054561888,False,False
response_family,CPD_614435075264,1,5.465146257432735,5.708595078304459,False,False
response_family,CPD_621326917947,1,6.897576372505502,5.476222043580162,False,False
response_family,CPD_637313271966,1,6.625525308561263,7.655258272241865,False,False
response_family,CPD_638144368101,2,5.18750962352939,7.008380425392751,False,False
response_family,CPD_648190473599,0,5.678858623633823,6.382237935207735,False,False
response_family,CPD_660661811502,1,2.880761505627338,3.5537176721308024,False,False
response_family,CPD_661057932208,0,6.469444072415018,5.118283220590234,False,False
response_family,CPD_670699772818,0,4.112011526745076,6.037260528541511,False,False
response_family,CPD_671315096422,1,5.649171080849449,5.6408834953609714,False,False
response_family,CPD_674445834710,6,5.0136208250177665,7.786422524546272,True,False
response_family,CPD_674992497178,2,4.9801253619707015,4.002014893004684,False,False
response_family,CPD_675981893391,0,2.4502849696750393,4.244343638936089,False,False
response_family,CPD_682014024409,0,5.06115148555582,6.080072192461264,False,False
response_family,CPD_684430952647,0,4.338139324000828,5.878749085702661,False,False
response_family,CPD_687741170676,0,3.297839012308516,5.175940235567917,False,False
response_family,CPD_688511963476,0,5.266787088801633,5.626213584217732,False,False
response_family,CPD_700585756468,0,4.483264775249672,6.707852272302413,False,False
response_family,CPD_702275359057,0,6.092588581250754,4.890546930962753,False,False
response_family,CPD_707784255330,3,4.378913771857389,3.5257744863857936,True,False
response_family,CPD_715586092156,1,4.620626069463292,5.701982381926592,False,False
response_family,CPD_721811924349,0,3.5023501438677704,5.650108429756316,False,False
response_family,CPD_721850244719,1,4.4029045456280755,4.023170714790359,False,False
response_family,CPD_727219894080,0,9.384352771427745,8.043343751501066,False,False
response_family,CPD_743769336226,0,5.705544969918853,6.000434336546353,False,False
response_family,CPD_757075098682,2,4.413701644082475,7.056961861048583,False,False
response_family,CPD_760013547859,2,5.808756138954384,7.173586673714535,False,False
response_family,CPD_763340123389,0,3.3304138196458903,4.732738246615541,False,False
response_family,CPD_764020140696,0,4.657583589168074,6.221752504575255,False,False
response_family,CPD_767701901444,3,3.994057747691867,5.211708487792045,True,False
response_family,CPD_770451828460,2,4.663344538451547,3.3179801208397506,False,False
response_family,CPD_775890742994,0,4.43972907741076,5.337636921543672,False,False
response_family,CPD_788918708875,0,6.45118810726533,8.052782729664154,False,False
response_family,CPD_792524089570,0,3.7408783524567313,5.694043096213212,False,False
response_family,CPD_793290076754,2,2.5805466812530033,4.577036164905482,False,False
response_family,CPD_795413282823,0,4.64082556309374,7.341733550437979,False,False
response_family,CPD_796317691434,0,3.639542939483857,5.376270941249921,False,False
response_family,CPD_800744228195,0,6.623775678162581,5.7003928949506015,False,False
response_family,CPD_813062479014,0,4.113658349241329,6.454559265101093,False,False
response_family,CPD_813456901511,1,6.047745474249763,7.083366564450452,False,False
response_family,CPD_818080013214,0,5.264493736524056,4.459072476635203,False,False
response_family,CPD_824084354724,0,6.254613518002882,6.030374302232028,False,False
response_family,CPD_826641308033,1,6.820937006338388,6.002350068672931,False,False
response_family,CPD_826998461127,1,3.8585077467126148,4.0822361711871,False,False
response_family,CPD_828177526638,0,4.39966488774411,7.314107232079587,False,False
response_family,CPD_834100682076,3,3.109928994970046,5.807084415043629,True,True
response_family,CPD_834635608316,1,4.099352851496254,6.891652776981052,False,False
response_family,CPD_842725440092,0,6.00916464779703,5.876256643552767,False,False
response_family,CPD_852268691141,1,4.120190289994324,4.3995286549789805,False,False
response_family,CPD_856772704318,0,5.511535061032003,7.09178214048323,False,False
response_family,CPD_857732315568,4,5.040970937950623,4.624236184623711,True,False
response_family,CPD_863977475249,2,4.340396692123232,3.561530354113079,False,False
response_family,CPD_869605408394,0,6.2566864953975445,5.23913039654085,False,False
response_family,CPD_873631698642,2,4.883486837765523,7.165766667028951,False,False
response_family,CPD_874119050902,0,5.390073223312495,6.003314391769492,False,False
response_family,CPD_879288760475,0,3.4678760870223035,5.774220997372129,False,False
response_family,CPD_883989378745,0,6.132322702251036,6.332304561848923,False,False
response_family,CPD_892266315840,1,5.0045868407242615,4.176154371851918,False,False
response_family,CPD_902397875099,0,3.3923325869275027,4.9957282428096255,False,False
response_family,CPD_904358311585,0,4.821041449514589,6.004338470068677,False,False
response_family,CPD_918667087001,0,4.872824778166332,6.916220448839854,False,False
response_family,CPD_929555226317,0,3.0580037832318276,4.130217445107666,False,False
response_family,CPD_935574510857,2,4.0710684279118965,4.546805855342577,False,False
response_family,CPD_937127371352,0,4.989226722905878,7.106435177948553,False,False
response_family,CPD_952595626680,1,6.679957784729676,5.403338763088303,False,False
response_family,CPD_964781859192,5,6.717239757561396,5.913438224588189,True,False
response_family,CPD_965954823808,1,6.918399459198222,5.5163784018262145,False,False
response_family,CPD_974995370320,0,7.789837034731369,7.259115842509782,False,False
response_family,CPD_976621193917,1,7.838674202549291,8.377785032149813,False,False
response_family,CPD_978975786938,1,4.180396827060085,6.416220586162183,False,False
comparator_family,CPD_008779823699,0,4.647093754742186,4.877953238019014,False,False
comparator_family,CPD_020450448942,0,3.597200563668967,3.4086329862938594,False,False
comparator_family,CPD_046870164433,0,6.45874439778939,6.57201903760494,False,False
comparator_family,CPD_062590642440,0,5.449157924385181,5.788828439373438,False,False
comparator_family,CPD_063564325900,0,5.099009691625686,4.841376263702219,False,False
comparator_family,CPD_070103747994,0,6.336151279210129,6.85876459221139,False,False
comparator_family,CPD_086463554588,0,5.852044422725057,5.946666709720562,False,False
comparator_family,CPD_098987364743,0,5.902679557496103,6.03703186152954,False,False
comparator_family,CPD_130902579811,0,5.098407561456953,4.797970544604161,False,False
comparator_family,CPD_141168117553,0,6.937581874595691,7.187377424325936,False,False
comparator_family,CPD_142464489447,0,4.326726947386782,4.609584249012708,False,False
comparator_family,CPD_144218489630,0,4.223683003709234,4.142279014993011,False,False
comparator_family,CPD_148935294925,1,7.291395601608788,7.610695979655247,False,False
comparator_family,CPD_161529544504,0,6.408891813860679,6.477951583394695,False,False
comparator_family,CPD_162473400585,1,5.328794840888048,5.039860308899134,False,False
comparator_family,CPD_168666917840,0,4.687713107952167,5.084144914823347,False,False
comparator_family,CPD_175752737713,0,3.614591715195144,3.658708997502105,False,False
comparator_family,CPD_181483420531,1,5.574129493302432,5.567181218533415,False,False
comparator_family,CPD_189159260666,2,5.927002941213919,6.179417875532477,False,False
comparator_family,CPD_193190031156,1,5.063179443225335,5.541121487500294,False,False
comparator_family,CPD_195657387844,0,4.450171846668454,4.117059061110709,False,False
comparator_family,CPD_198586944918,0,5.803551928306624,5.748705316766413,False,False
comparator_family,CPD_213898033377,0,3.3812469198193607,3.4437859145306153,False,False
comparator_family,CPD_214778105479,0,5.843943714961996,6.176494443119999,False,False
comparator_family,CPD_215533848906,0,4.536303371471207,4.160264340656308,False,False
comparator_family,CPD_215675400856,0,2.825452148842935,2.6024505339645816,False,False
comparator_family,CPD_217968319569,1,4.529702513403291,5.004128947789534,False,False
comparator_family,CPD_218839025787,0,4.944030874022509,4.556451505738813,False,False
comparator_family,CPD_223712880488,0,5.742017611822596,6.00530082782124,False,False
comparator_family,CPD_225214091255,2,4.343142384330691,4.112519083847951,False,False
comparator_family,CPD_230261266343,0,7.759921392346485,7.484678903300636,False,False
comparator_family,CPD_243196220946,2,5.101201367094246,5.158257478837099,False,False
comparator_family,CPD_245352038601,0,5.405831594437862,5.42341058242082,False,False
comparator_family,CPD_250985608792,0,6.491575083080102,6.118898156612924,False,False
comparator_family,CPD_279857336896,0,5.023310559462151,4.829769895643338,False,False
comparator_family,CPD_286136867109,0,4.506865975240379,4.164388060494156,False,False
comparator_family,CPD_300779533256,0,6.20715118849739,6.662565028305883,False,False
comparator_family,CPD_301406861993,4,4.549698501074049,4.954929940788657,True,False
comparator_family,CPD_307964063607,0,3.238508841287305,3.216094684787821,False,False
comparator_family,CPD_316093476736,0,4.998154490036808,5.070566039092075,False,False
comparator_family,CPD_316552591432,1,4.74054961256758,5.048972712901745,False,False
comparator_family,CPD_323786217965,0,4.498544681315693,4.280548841690172,False,False
comparator_family,CPD_324513146565,0,6.4758255783378615,6.908910211543457,False,False
comparator_family,CPD_329272298160,0,3.0919569697825815,3.0903902035689956,False,False
comparator_family,CPD_329940895143,2,5.010216454041046,4.652183446266697,False,False
comparator_family,CPD_335502248953,1,4.136975996657099,3.8511044062368027,False,False
comparator_family,CPD_339930451915,0,6.38416076299791,6.8280493680311105,False,False
comparator_family,CPD_348091220868,2,4.736879262367048,5.021618092686686,False,False
comparator_family,CPD_349751812783,0,4.111524637952027,4.34608957619714,False,False
comparator_family,CPD_357671708895,0,4.525640799832197,4.231392686426046,False,False
comparator_family,CPD_363856450190,1,5.402828594357111,4.977691474370421,False,False
comparator_family,CPD_370534045478,0,7.413488476530399,7.619948003080397,False,False
comparator_family,CPD_375778747350,0,5.523158078663595,5.369658003609886,False,False
comparator_family,CPD_381990834428,0,3.767489603689485,4.003198530665543,False,False
comparator_family,CPD_400290153814,0,5.279112549745199,5.551758377702224,False,False
comparator_family,CPD_402972015008,0,6.941285990430687,7.419613625614737,False,False
comparator_family,CPD_410994119191,0,4.2211854641315725,3.9480452455961816,False,False
comparator_family,CPD_416265128739,2,4.72431803685323,4.695936349643933,False,False
comparator_family,CPD_428737264365,4,5.401799509910569,5.900852018403192,True,False
comparator_family,CPD_440865358950,0,4.205631766614097,4.5103570947521385,False,False
comparator_family,CPD_442396254150,1,3.8288404015149995,3.6679501738925433,False,False
comparator_family,CPD_470862161528,0,4.310818976905083,4.621975570830076,False,False
comparator_family,CPD_471520500339,0,3.8941630754308174,3.837722794962208,False,False
comparator_family,CPD_475662017113,2,5.813030797929571,5.843715636087656,False,False
comparator_family,CPD_498181310344,1,4.296930368441036,4.369879728935966,False,False
comparator_family,CPD_499143505305,0,4.676807632640406,4.3155870309845605,False,False
comparator_family,CPD_504581447353,0,5.63417745770821,5.896589085043917,False,False
comparator_family,CPD_506591361336,1,4.34987788896666,4.425349384329747,False,False
comparator_family,CPD_512225622770,0,3.587084925779252,3.2027432019308266,False,False
comparator_family,CPD_517220437314,0,3.6614633616846244,3.9668422960506673,False,False
comparator_family,CPD_521446471945,0,3.3144145765794892,3.364990917943897,False,False
comparator_family,CPD_524196508425,1,6.577581386629179,6.133441326516078,False,False
comparator_family,CPD_525896834169,0,5.260604987969625,5.003361298826826,False,False
comparator_family,CPD_537338659417,3,5.539388530271883,5.884266290421337,True,False
comparator_family,CPD_539434306623,0,3.117477511904429,3.1421920462617012,False,False
comparator_family,CPD_545859437765,2,4.140748062876708,3.9908245005294,False,False
comparator_family,CPD_548545144310,0,6.3830776105087415,6.388601310223053,False,False
comparator_family,CPD_552038377637,0,4.915538184779052,4.546518120384097,False,False
comparator_family,CPD_563387652477,1,3.5031376256760596,3.4361589047156316,False,False
comparator_family,CPD_572005248974,0,5.366149963839346,5.711021123932838,False,False
comparator_family,CPD_582857581157,0,7.149014813482065,6.893051088407381,False,False
comparator_family,CPD_587112336188,0,3.80100317165979,4.112800911578348,False,False
comparator_family,CPD_588554981840,0,4.800454084570153,4.887287180004719,False,False
comparator_family,CPD_604425857225,2,5.882635794478981,5.945338837757155,False,False
comparator_family,CPD_619576281394,0,5.746781550251683,5.925473790401276,False,False
comparator_family,CPD_623375981423,0,3.635503303110945,3.612294526006543,False,False
comparator_family,CPD_623597821296,0,4.029713458364657,3.8232225358064955,False,False
comparator_family,CPD_631938726188,1,4.248409223906147,4.587268330530137,False,False
comparator_family,CPD_632612666792,0,5.28446807534117,5.264447091044391,False,False
comparator_family,CPD_635335933054,2,5.378912455935763,5.686846260938374,False,False
comparator_family,CPD_635536283633,0,3.1179123022972877,3.4141937442352903,False,False
comparator_family,CPD_635601388303,1,5.458417956539649,5.562715860022899,False,False
comparator_family,CPD_639552969401,0,3.750199452738951,3.5054983819410506,False,False
comparator_family,CPD_646972641211,1,5.832802977507157,6.078672458861785,False,False
comparator_family,CPD_647447212242,0,5.285321972457795,5.333981839900608,False,False
comparator_family,CPD_650376235069,1,3.1754469329483626,2.966835465132665,False,False
comparator_family,CPD_654256037930,0,5.481168978680292,5.714472417134239,False,False
comparator_family,CPD_654272890790,2,10.709121803359409,10.853165468622295,False,False
comparator_family,CPD_655411915078,0,5.596134435938617,5.381612796521049,False,False
comparator_family,CPD_675252531038,0,6.727584196287984,7.1636535906682965,False,False
comparator_family,CPD_677434284214,1,4.5082510387805375,4.294065405860762,False,False
comparator_family,CPD_683805254407,1,6.160841113419767,6.243449389942143,False,False
comparator_family,CPD_686961884322,0,6.648348488402088,7.033031564585469,False,False
comparator_family,CPD_691756079218,0,4.576853611165607,4.797815310736032,False,False
comparator_family,CPD_694406772929,0,5.377733144471011,5.098736804912806,False,False
comparator_family,CPD_694525762763,0,6.727713492428573,7.145251968586304,False,False
comparator_family,CPD_698415113295,2,6.238647726971914,6.3485006471646885,False,False
comparator_family,CPD_703388183367,0,4.799970133279204,4.710747353284698,False,False
comparator_family,CPD_717894020429,3,4.123403951223197,4.007084562697253,True,False
comparator_family,CPD_720797334470,0,4.605771378163581,4.356487585906745,False,False
comparator_family,CPD_723547874341,0,5.13263698248645,5.112799326283269,False,False
comparator_family,CPD_727293422264,4,4.947417091837632,4.589156145610959,True,False
comparator_family,CPD_740217767966,0,6.983840732948729,7.249155430727781,False,False
comparator_family,CPD_742043256874,0,5.643185892164566,5.674192905316184,False,False
comparator_family,CPD_743910486138,0,5.086109465531024,5.135850930068535,False,False
comparator_family,CPD_747988271933,0,4.663441552296461,4.909040815305143,False,False
comparator_family,CPD_749348674553,0,6.379409927410734,6.829685289215833,False,False
comparator_family,CPD_751463867409,0,4.749318511978541,5.274790600982708,False,False
comparator_family,CPD_755160726216,1,4.705600013561262,4.623355496494288,False,False
comparator_family,CPD_765577020886,0,6.408771478912765,6.3187813882603745,False,False
comparator_family,CPD_765985979409,0,4.446559150242337,4.258285778210656,False,False
comparator_family,CPD_768157500867,0,7.442243545675256,7.845040085361523,False,False
comparator_family,CPD_777892452963,0,3.789543625280885,3.3267285163933833,False,False
comparator_family,CPD_777976891049,2,5.207927203261934,5.32383715040442,False,False
comparator_family,CPD_782902336243,0,6.9193388001773934,7.118971889326305,False,False
comparator_family,CPD_782943884895,0,5.272498531525877,4.851882793636236,False,False
comparator_family,CPD_786418730243,0,6.818935679635702,7.1312265090796805,False,False
comparator_family,CPD_800188837333,0,7.084475788381835,7.0089680558955525,False,False
comparator_family,CPD_804605710620,1,6.681419826391607,6.348452619208405,False,False
comparator_family,CPD_805464719700,0,6.755640239633295,7.038462097561456,False,False
comparator_family,CPD_818134956363,0,5.074163927792942,5.1366653453995,False,False
comparator_family,CPD_822852523255,1,6.192878264534606,5.8731922555404035,False,False
comparator_family,CPD_825339068663,0,5.38837611276393,5.532057943684996,False,False
comparator_family,CPD_833713232731,0,5.444359444500438,5.896073506114171,False,False
comparator_family,CPD_834357818148,1,4.638294454404032,4.483953326115188,False,False
comparator_family,CPD_836312200070,0,6.129043260863037,6.127629035276974,False,False
comparator_family,CPD_845004936200,0,5.211887610847635,5.5977327401459345,False,False
comparator_family,CPD_853915153122,1,4.210851683356468,4.132882483926049,False,False
comparator_family,CPD_857931072982,0,3.458323585894484,3.0837385192594584,False,False
comparator_family,CPD_859224738233,0,6.638304260134103,6.306099685251843,False,False
comparator_family,CPD_872275829952,1,4.002403223465868,3.614353817043271,False,False
comparator_family,CPD_876313387819,0,2.8662780632286693,2.9924204664657372,False,False
comparator_family,CPD_886711488958,0,4.689626558192256,4.498241647107143,False,False
comparator_family,CPD_890548760296,1,5.785164660301802,6.018323871286039,False,False
comparator_family,CPD_905334913718,3,8.721714823320973,9.125188985338227,True,False
comparator_family,CPD_906887565478,0,7.638223692175097,7.601189223864542,False,False
comparator_family,CPD_907284068068,0,4.743720152988463,5.147818132421593,False,False
comparator_family,CPD_908097991984,0,3.5127665123657636,3.9564466588668292,False,False
comparator_family,CPD_910886770919,0,5.222046183076227,4.95976256126304,False,False
comparator_family,CPD_917189915360,0,3.5674014835988763,3.6769443899358203,False,False
comparator_family,CPD_920950610382,0,6.622689141816895,6.8392550368490515,False,False
comparator_family,CPD_922919262728,0,5.225835198836458,4.847664453481949,False,False
comparator_family,CPD_927649328664,0,5.610621950724896,5.441653720287808,False,False
comparator_family,CPD_929373225980,0,4.335727702831937,4.413783951549806,False,False
comparator_family,CPD_932326025501,1,5.519794508390858,5.445568074791418,False,False
comparator_family,CPD_936671349622,0,4.0695256145129175,4.1114899499430395,False,False
comparator_family,CPD_949236014433,0,4.5185102846104455,4.822470877609925,False,False
comparator_family,CPD_953553480565,2,5.1253095142955845,4.943359669264165,False,False
comparator_family,CPD_955922308524,0,4.237341125588106,3.98930121562679,False,False
comparator_family,CPD_959284061565,0,3.8943119307241547,3.5584613764861732,False,False
comparator_family,CPD_961633826093,0,5.221319039027258,5.004332000579224,False,False
comparator_family,CPD_970029132089,2,4.581456248338423,4.71483080267852,False,False
comparator_family,CPD_975044133142,2,5.295811234294632,5.683679659522959,False,False
comparator_family,CPD_975838199315,1,6.8324932008314345,6.677940029884389,False,False
comparator_family,CPD_980460286842,1,3.1802786903357263,2.9861059884862553,False,False
comparator_family,CPD_984699400763,3,2.8743095107720347,3.115931356875714,True,True
comparator_family,CPD_987318592236,0,5.438577351940873,4.930091307452724,False,False
comparator_family,CPD_998080947989,1,3.0410157416898955,3.2646224845141485,False,False
